Accident No,Year,Month of the Year,Severity level,Speed zones,Injury level,Map,Long,Lat,Road Type,Road geometry
T20160017270,2016,August,Serious injury accident                   ,70,Serious injury                       ,108  B 11,145.29315,-38.00165,ROAD           ,Multiple intersection                    
T20160017270,2016,August,Serious injury accident                   ,70,Serious injury                       ,108  B 11,145.29315,-38.00165,ROAD           ,Multiple intersection                    
T20160003330,2016,February,Serious injury accident                   ,80,Serious injury                       ,90   G 1 ,145.22485,-37.962740000000004,RAMP ON        ,Multiple intersection                    
T20160003330,2016,February,Serious injury accident                   ,80,Serious injury                       ,90   G 1 ,145.22485,-37.962740000000004,RAMP ON        ,Multiple intersection                    
T20160005157,2016,March,Serious injury accident                   ,60,Serious injury                       ,70   E 6 ,145.13031999999998,-37.89354,ROAD           ,Multiple intersection                    
T20160005157,2016,March,Serious injury accident                   ,60,Serious injury                       ,70   E 6 ,145.13031999999998,-37.89354,ROAD           ,Multiple intersection                    
T20160013761,2016,June,Serious injury accident                   ,60,Serious injury                       ,48   B 5 ,145.15955,-37.80185,ROAD           ,Multiple intersection                    
T20160013761,2016,June,Serious injury accident                   ,60,Serious injury                       ,48   B 5 ,145.15955,-37.80185,ROAD           ,Multiple intersection                    
T20160013761,2016,June,Serious injury accident                   ,60,Serious injury                       ,48   B 5 ,145.15955,-37.80185,ROAD           ,Multiple intersection                    
T20160013761,2016,June,Serious injury accident                   ,60,Serious injury                       ,48   B 5 ,145.15955,-37.80185,ROAD           ,Multiple intersection                    
T20160013761,2016,June,Serious injury accident                   ,60,Serious injury                       ,48   B 5 ,145.15955,-37.80185,ROAD           ,Multiple intersection                    
T20160013761,2016,June,Serious injury accident                   ,60,Serious injury                       ,48   B 5 ,145.15955,-37.80185,ROAD           ,Multiple intersection                    
T20160013761,2016,June,Serious injury accident                   ,60,Serious injury                       ,48   B 5 ,145.15955,-37.80185,ROAD           ,Multiple intersection                    
T20160013761,2016,June,Serious injury accident                   ,60,Serious injury                       ,48   B 5 ,145.15955,-37.80185,ROAD           ,Multiple intersection                    
T20160010869,2016,May,Serious injury accident                   ,80,Serious injury                       ,151  C 10,145.03152,-38.30291,RAMP ON        ,Multiple intersection                    
T20160010869,2016,May,Serious injury accident                   ,80,Serious injury                       ,151  C 10,145.03152,-38.30291,RAMP ON        ,Multiple intersection                    
T20160011439,2016,May,Serious injury accident                   ,70,Serious injury                       ,71   B 10,145.16045,-37.90927,ROAD           ,Multiple intersection                    
T20160011439,2016,May,Serious injury accident                   ,70,Serious injury                       ,71   B 10,145.16045,-37.90927,ROAD           ,Multiple intersection                    
T20160015553,2016,July,Serious injury accident                   ,60,Serious injury                       ,26   H 2 ,144.83178999999998,-37.74989,RAMP ON        ,Multiple intersection                    
T20160015553,2016,July,Serious injury accident                   ,60,Serious injury                       ,26   H 2 ,144.83178999999998,-37.74989,RAMP ON        ,Multiple intersection                    
T20160010437,2016,May,Serious injury accident                   ,60,Serious injury                       ,26   H 2 ,144.83178999999998,-37.74989,RAMP ON        ,Multiple intersection                    
T20160010437,2016,May,Serious injury accident                   ,60,Serious injury                       ,26   H 2 ,144.83178999999998,-37.74989,RAMP ON        ,Multiple intersection                    
T20160010656,2016,May,Serious injury accident                   ,80,Serious injury                       ,91   C 12,145.25086000000002,-38.00351,HIGHWAY        ,Multiple intersection                    
T20160010656,2016,May,Serious injury accident                   ,80,Serious injury                       ,91   C 12,145.25086000000002,-38.00351,HIGHWAY        ,Multiple intersection                    
T20180016942,2018,September,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21243,-37.86163,HIGHWAY        ,Multiple intersection                    
T20150009724,2015,May,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20150009724,2015,May,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20150006760,2015,March,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20150006760,2015,March,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20150006760,2015,March,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20150006760,2015,March,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20170012678,2017,June,Serious injury accident                   ,60,Serious injury                       ,69   J 11,145.10343999999998,-37.91223,ROAD           ,Multiple intersection                    
T20170012678,2017,June,Serious injury accident                   ,60,Serious injury                       ,69   J 11,145.10343999999998,-37.91223,ROAD           ,Multiple intersection                    
T20170012678,2017,June,Serious injury accident                   ,60,Serious injury                       ,69   J 11,145.10343999999998,-37.91223,ROAD           ,Multiple intersection                    
T20170012678,2017,June,Serious injury accident                   ,60,Serious injury                       ,69   J 11,145.10343999999998,-37.91223,ROAD           ,Multiple intersection                    
T20170005290,2017,March,Serious injury accident                   ,60,Serious injury                       ,607  Q 6 ,144.27123,-36.75674,STREET         ,Multiple intersection                    
T20170005290,2017,March,Serious injury accident                   ,60,Serious injury                       ,607  Q 6 ,144.27123,-36.75674,STREET         ,Multiple intersection                    
T20170002934,2017,February,Serious injury accident                   ,100,Serious injury                       ,95   J 4 ,145.48542,-38.15403,ROAD           ,Multiple intersection                    
T20170002934,2017,February,Serious injury accident                   ,100,Serious injury                       ,95   J 4 ,145.48542,-38.15403,ROAD           ,Multiple intersection                    
T20160013535,2016,June,Serious injury accident                   ,80,Serious injury                       ,696  B 3 ,146.50025,-38.18193,ROAD           ,Multiple intersection                    
T20160013535,2016,June,Serious injury accident                   ,80,Serious injury                       ,696  B 3 ,146.50025,-38.18193,ROAD           ,Multiple intersection                    
T20160013535,2016,June,Serious injury accident                   ,80,Serious injury                       ,696  B 3 ,146.50025,-38.18193,ROAD           ,Multiple intersection                    
T20160013535,2016,June,Serious injury accident                   ,80,Serious injury                       ,696  B 3 ,146.50025,-38.18193,ROAD           ,Multiple intersection                    
T20160018102,2016,July,Serious injury accident                   ,60,Serious injury                       ,56   F 1 ,144.91313,-37.83368,ROAD           ,Multiple intersection                    
T20160018102,2016,July,Serious injury accident                   ,60,Serious injury                       ,56   F 1 ,144.91313,-37.83368,ROAD           ,Multiple intersection                    
T20160010437,2016,May,Serious injury accident                   ,60,Serious injury                       ,26   H 2 ,144.83178999999998,-37.74989,RAMP ON        ,Multiple intersection                    
T20160010437,2016,May,Serious injury accident                   ,60,Serious injury                       ,26   H 2 ,144.83178999999998,-37.74989,RAMP ON        ,Multiple intersection                    
T20160014185,2016,June,Serious injury accident                   ,70,Serious injury                       ,2C   J 6 ,144.9936,-37.79605,RAMP OF        ,Multiple intersection                    
T20160014185,2016,June,Serious injury accident                   ,70,Serious injury                       ,2C   J 6 ,144.9936,-37.79605,RAMP OF        ,Multiple intersection                    
T20160014185,2016,June,Serious injury accident                   ,70,Serious injury                       ,2C   J 6 ,144.9936,-37.79605,RAMP OF        ,Multiple intersection                    
T20160014185,2016,June,Serious injury accident                   ,70,Serious injury                       ,2C   J 6 ,144.9936,-37.79605,RAMP OF        ,Multiple intersection                    
T20140012529,2014,June,Serious injury accident                   ,60,Serious injury                       ,2A   E 1 ,144.94051000000002,-37.78783,               ,Multiple intersection                    
T20140012529,2014,June,Serious injury accident                   ,60,Serious injury                       ,2A   E 1 ,144.94051000000002,-37.78783,               ,Multiple intersection                    
T20140001552,2014,January,Serious injury accident                   ,70,Serious injury                       ,9    B 9 ,145.02848,-37.68748,ROAD           ,Multiple intersection                    
T20140001552,2014,January,Serious injury accident                   ,70,Serious injury                       ,9    B 9 ,145.02848,-37.68748,ROAD           ,Multiple intersection                    
T20140001552,2014,January,Serious injury accident                   ,70,Serious injury                       ,9    B 9 ,145.02848,-37.68748,ROAD           ,Multiple intersection                    
T20140001552,2014,January,Serious injury accident                   ,70,Serious injury                       ,9    B 9 ,145.02848,-37.68748,ROAD           ,Multiple intersection                    
T20150006809,2015,March,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20150006809,2015,March,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20150006809,2015,March,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20150006809,2015,March,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20150007846,2015,April,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21243,-37.86163,RAMP ON        ,Multiple intersection                    
T20150007846,2015,April,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21243,-37.86163,RAMP ON        ,Multiple intersection                    
T20150007846,2015,April,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21243,-37.86163,RAMP ON        ,Multiple intersection                    
T20150007846,2015,April,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21243,-37.86163,RAMP ON        ,Multiple intersection                    
T20170000022,2016,December,Serious injury accident                   ,80,Serious injury                       ,26   A 9 ,144.80199,-37.772690000000004,ROAD           ,Multiple intersection                    
T20170000022,2016,December,Serious injury accident                   ,80,Serious injury                       ,26   A 9 ,144.80199,-37.772690000000004,ROAD           ,Multiple intersection                    
T20160021551,2016,October,Serious injury accident                   ,60,Serious injury                       ,41   E 3 ,144.86267,-37.79593,PARADE         ,Multiple intersection                    
T20160021551,2016,October,Serious injury accident                   ,60,Serious injury                       ,41   E 3 ,144.86267,-37.79593,PARADE         ,Multiple intersection                    
T20140027139,2014,December,Serious injury accident                   ,80,Serious injury                       ,360  K 3 ,144.75275,-37.79449,RAMP OF        ,Multiple intersection                    
T20140027139,2014,December,Serious injury accident                   ,80,Serious injury                       ,360  K 3 ,144.75275,-37.79449,RAMP OF        ,Multiple intersection                    
T20140027139,2014,December,Serious injury accident                   ,80,Serious injury                       ,360  K 3 ,144.75275,-37.79449,RAMP OF        ,Multiple intersection                    
T20140027139,2014,December,Serious injury accident                   ,80,Serious injury                       ,360  K 3 ,144.75275,-37.79449,RAMP OF        ,Multiple intersection                    
T20140027139,2014,December,Serious injury accident                   ,80,Serious injury                       ,360  K 3 ,144.75275,-37.79449,RAMP OF        ,Multiple intersection                    
T20140027139,2014,December,Serious injury accident                   ,80,Serious injury                       ,360  K 3 ,144.75275,-37.79449,RAMP OF        ,Multiple intersection                    
T20160022637,2016,October,Serious injury accident                   ,100,Serious injury                       ,25   D 3 ,141.69395,-36.11296,ROAD           ,Multiple intersection                    
T20160022637,2016,October,Serious injury accident                   ,100,Serious injury                       ,25   D 3 ,141.69395,-36.11296,ROAD           ,Multiple intersection                    
T20160022580,2016,October,Serious injury accident                   ,60,Serious injury                       ,45   K 2 ,145.064,-37.793440000000004,ROAD           ,Multiple intersection                    
T20160022580,2016,October,Serious injury accident                   ,60,Serious injury                       ,45   K 2 ,145.064,-37.793440000000004,ROAD           ,Multiple intersection                    
T20160022637,2016,October,Serious injury accident                   ,100,Serious injury                       ,25   D 3 ,141.69395,-36.11296,ROAD           ,Multiple intersection                    
T20160022637,2016,October,Serious injury accident                   ,100,Serious injury                       ,25   D 3 ,141.69395,-36.11296,ROAD           ,Multiple intersection                    
T20160021660,2016,October,Serious injury accident                   ,70,Serious injury                       ,53   G 4 ,144.78873000000002,-37.84486,RAMP OF        ,Multiple intersection                    
T20160021660,2016,October,Serious injury accident                   ,70,Serious injury                       ,53   G 4 ,144.78873000000002,-37.84486,RAMP OF        ,Multiple intersection                    
T20180003398,2018,February,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20180003398,2018,February,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20180003398,2018,February,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20180003398,2018,February,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20180003398,2018,February,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20180003398,2018,February,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19555,-37.96797,HIGHWAY        ,Multiple intersection                    
T20180011987,2018,June,Serious injury accident                   ,80,Serious injury                       ,10   A 9 ,145.06813,-37.68622,ROAD           ,Multiple intersection                    
T20180011987,2018,June,Serious injury accident                   ,80,Serious injury                       ,10   A 9 ,145.06813,-37.68622,ROAD           ,Multiple intersection                    
T20180011987,2018,June,Serious injury accident                   ,80,Serious injury                       ,10   A 9 ,145.06813,-37.68622,ROAD           ,Multiple intersection                    
T20180011987,2018,June,Serious injury accident                   ,80,Serious injury                       ,10   A 9 ,145.06813,-37.68622,ROAD           ,Multiple intersection                    
T20180000118,2018,January,Serious injury accident                   ,100,Serious injury                       ,43   E 9 ,143.7856,-36.9467,ROAD           ,Multiple intersection                    
T20180000118,2018,January,Serious injury accident                   ,100,Serious injury                       ,43   E 9 ,143.7856,-36.9467,ROAD           ,Multiple intersection                    
T20180000118,2018,January,Serious injury accident                   ,100,Serious injury                       ,43   E 9 ,143.7856,-36.9467,ROAD           ,Multiple intersection                    
T20180000118,2018,January,Serious injury accident                   ,100,Serious injury                       ,43   E 9 ,143.7856,-36.9467,ROAD           ,Multiple intersection                    
T20180000118,2018,January,Serious injury accident                   ,100,Serious injury                       ,43   E 9 ,143.7856,-36.9467,ROAD           ,Multiple intersection                    
T20180000118,2018,January,Serious injury accident                   ,100,Serious injury                       ,43   E 9 ,143.7856,-36.9467,ROAD           ,Multiple intersection                    
T20180000118,2018,January,Serious injury accident                   ,100,Serious injury                       ,43   E 9 ,143.7856,-36.9467,ROAD           ,Multiple intersection                    
T20180000118,2018,January,Serious injury accident                   ,100,Serious injury                       ,43   E 9 ,143.7856,-36.9467,ROAD           ,Multiple intersection                    
T20140005180,2014,March,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19422,-37.966770000000004,               ,Multiple intersection                    
T20140005180,2014,March,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19422,-37.966770000000004,               ,Multiple intersection                    
T20140005180,2014,March,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19422,-37.966770000000004,               ,Multiple intersection                    
T20140005180,2014,March,Serious injury accident                   ,80,Serious injury                       ,89   K 2 ,145.19422,-37.966770000000004,               ,Multiple intersection                    
T20140004290,2014,March,Serious injury accident                   ,80,Serious injury                       ,81   D 3 ,145.21415,-37.92564,               ,Multiple intersection                    
T20140004290,2014,March,Serious injury accident                   ,80,Serious injury                       ,81   D 3 ,145.21415,-37.92564,               ,Multiple intersection                    
T20140004290,2014,March,Serious injury accident                   ,80,Serious injury                       ,81   D 3 ,145.21415,-37.92564,               ,Multiple intersection                    
T20140004290,2014,March,Serious injury accident                   ,80,Serious injury                       ,81   D 3 ,145.21415,-37.92564,               ,Multiple intersection                    
T20140004290,2014,March,Serious injury accident                   ,80,Serious injury                       ,81   D 3 ,145.21415,-37.92564,               ,Multiple intersection                    
T20140004290,2014,March,Serious injury accident                   ,80,Serious injury                       ,81   D 3 ,145.21415,-37.92564,               ,Multiple intersection                    
T20140004290,2014,March,Serious injury accident                   ,80,Serious injury                       ,81   D 3 ,145.21415,-37.92564,               ,Multiple intersection                    
T20140004290,2014,March,Serious injury accident                   ,80,Serious injury                       ,81   D 3 ,145.21415,-37.92564,               ,Multiple intersection                    
T20180007575,2018,April,Serious injury accident                   ,100,Serious injury                       ,76   H 2 ,143.99033,-37.5327,ROAD           ,Multiple intersection                    
T20180007575,2018,April,Serious injury accident                   ,100,Serious injury                       ,76   H 2 ,143.99033,-37.5327,ROAD           ,Multiple intersection                    
T20180007575,2018,April,Serious injury accident                   ,100,Serious injury                       ,76   H 2 ,143.99033,-37.5327,ROAD           ,Multiple intersection                    
T20180007575,2018,April,Serious injury accident                   ,100,Serious injury                       ,76   H 2 ,143.99033,-37.5327,ROAD           ,Multiple intersection                    
T20180007575,2018,April,Serious injury accident                   ,100,Serious injury                       ,76   H 2 ,143.99033,-37.5327,ROAD           ,Multiple intersection                    
T20180007575,2018,April,Serious injury accident                   ,100,Serious injury                       ,76   H 2 ,143.99033,-37.5327,ROAD           ,Multiple intersection                    
T20180007575,2018,April,Serious injury accident                   ,100,Serious injury                       ,76   H 2 ,143.99033,-37.5327,ROAD           ,Multiple intersection                    
T20180007575,2018,April,Serious injury accident                   ,100,Serious injury                       ,76   H 2 ,143.99033,-37.5327,ROAD           ,Multiple intersection                    
T20180007575,2018,April,Serious injury accident                   ,100,Serious injury                       ,76   H 2 ,143.99033,-37.5327,ROAD           ,Multiple intersection                    
T20180007575,2018,April,Serious injury accident                   ,100,Serious injury                       ,76   H 2 ,143.99033,-37.5327,ROAD           ,Multiple intersection                    
T20180007575,2018,April,Serious injury accident                   ,100,Serious injury                       ,76   H 2 ,143.99033,-37.5327,ROAD           ,Multiple intersection                    
T20180007575,2018,April,Serious injury accident                   ,100,Serious injury                       ,76   H 2 ,143.99033,-37.5327,ROAD           ,Multiple intersection                    
T20180013118,2018,July,Serious injury accident                   ,50,Serious injury                       ,586  G 4 ,143.55571,-35.3415,STREET         ,Multiple intersection                    
T20180013118,2018,July,Serious injury accident                   ,50,Serious injury                       ,586  G 4 ,143.55571,-35.3415,STREET         ,Multiple intersection                    
T20150006612,2015,March,Serious injury accident                   ,100,Serious injury                       ,89   J 6 ,142.46563,-38.3026,ROAD           ,Multiple intersection                    
T20150006612,2015,March,Serious injury accident                   ,100,Serious injury                       ,89   J 6 ,142.46563,-38.3026,ROAD           ,Multiple intersection                    
T20150011725,2015,June,Serious injury accident                   ,80,Serious injury                       ,206  E 11,144.68319,-37.912929999999996,ROAD           ,Multiple intersection                    
T20150011725,2015,June,Serious injury accident                   ,80,Serious injury                       ,206  E 11,144.68319,-37.912929999999996,ROAD           ,Multiple intersection                    
T20150003137,2015,February,Serious injury accident                   ,60,Serious injury                       ,10   A 9 ,145.06778,-37.68611,ROAD           ,Multiple intersection                    
T20150003137,2015,February,Serious injury accident                   ,60,Serious injury                       ,10   A 9 ,145.06778,-37.68611,ROAD           ,Multiple intersection                    
T20150003137,2015,February,Serious injury accident                   ,60,Serious injury                       ,10   A 9 ,145.06778,-37.68611,ROAD           ,Multiple intersection                    
T20150003137,2015,February,Serious injury accident                   ,60,Serious injury                       ,10   A 9 ,145.06778,-37.68611,ROAD           ,Multiple intersection                    
T20150018645,2015,September,Serious injury accident                   ,100,Serious injury                       ,40   G 4 ,142.33056000000002,-36.68652,ROAD           ,Multiple intersection                    
T20150018645,2015,September,Serious injury accident                   ,100,Serious injury                       ,40   G 4 ,142.33056000000002,-36.68652,ROAD           ,Multiple intersection                    
T20150021170,2015,October,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.2112,-37.86102,HIGHWAY        ,Multiple intersection                    
T20150021170,2015,October,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.2112,-37.86102,HIGHWAY        ,Multiple intersection                    
T20150021170,2015,October,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.2112,-37.86102,HIGHWAY        ,Multiple intersection                    
T20150021170,2015,October,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.2112,-37.86102,HIGHWAY        ,Multiple intersection                    
T20140003820,2014,February,Serious injury accident                   ,80,Serious injury                       ,80   A 4 ,145.15396,-37.93123,HIGHWAY EAST   ,Multiple intersection                    
T20140003820,2014,February,Serious injury accident                   ,80,Serious injury                       ,80   A 4 ,145.15396,-37.93123,HIGHWAY EAST   ,Multiple intersection                    
T20140003820,2014,February,Serious injury accident                   ,80,Serious injury                       ,80   A 4 ,145.15396,-37.93123,HIGHWAY EAST   ,Multiple intersection                    
T20140003820,2014,February,Serious injury accident                   ,80,Serious injury                       ,80   A 4 ,145.15396,-37.93123,HIGHWAY EAST   ,Multiple intersection                    
T20140003820,2014,February,Serious injury accident                   ,80,Serious injury                       ,80   A 4 ,145.15396,-37.93123,HIGHWAY EAST   ,Multiple intersection                    
T20140003820,2014,February,Serious injury accident                   ,80,Serious injury                       ,80   A 4 ,145.15396,-37.93123,HIGHWAY EAST   ,Multiple intersection                    
T20140008741,2014,April,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21088,-37.86091,               ,Multiple intersection                    
T20140008741,2014,April,Serious injury accident                   ,80,Serious injury                       ,63   D 9 ,145.21088,-37.86091,               ,Multiple intersection                    
T20150025873,2015,December,Serious injury accident                   ,60,Serious injury                       ,15   K 3 ,144.88708,-37.70864,DRIVE          ,Multiple intersection                    
T20150025873,2015,December,Serious injury accident                   ,60,Serious injury                       ,15   K 3 ,144.88708,-37.70864,DRIVE          ,Multiple intersection                    
T20150024783,2015,November,Serious injury accident                   ,50,Serious injury                       ,29   B 3 ,144.93607,-37.75215,ROAD           ,Multiple intersection                    
T20150024783,2015,November,Serious injury accident                   ,50,Serious injury                       ,29   B 3 ,144.93607,-37.75215,ROAD           ,Multiple intersection                    
T20150024783,2015,November,Serious injury accident                   ,50,Serious injury                       ,29   B 3 ,144.93607,-37.75215,ROAD           ,Multiple intersection                    
T20150024783,2015,November,Serious injury accident                   ,50,Serious injury                       ,29   B 3 ,144.93607,-37.75215,ROAD           ,Multiple intersection                    
T20150023651,2015,November,Serious injury accident                   ,80,Serious injury                       ,106  K 5 ,145.15015,-38.19735,RAMP OF        ,Multiple intersection                    
T20150023651,2015,November,Serious injury accident                   ,80,Serious injury                       ,106  K 5 ,145.15015,-38.19735,RAMP OF        ,Multiple intersection                    
T20150023651,2015,November,Serious injury accident                   ,80,Serious injury                       ,106  K 5 ,145.15015,-38.19735,RAMP OF        ,Multiple intersection                    
T20150023651,2015,November,Serious injury accident                   ,80,Serious injury                       ,106  K 5 ,145.15015,-38.19735,RAMP OF        ,Multiple intersection                    
T20150023651,2015,November,Serious injury accident                   ,80,Serious injury                       ,106  K 5 ,145.15015,-38.19735,RAMP OF        ,Multiple intersection                    
T20150023651,2015,November,Serious injury accident                   ,80,Serious injury                       ,106  K 5 ,145.15015,-38.19735,RAMP OF        ,Multiple intersection                    
T20150025634,2015,December,Serious injury accident                   ,60,Serious injury                       ,336  H 10,144.56744,-37.68815,RAMP ON        ,Multiple intersection                    
T20150025634,2015,December,Serious injury accident                   ,60,Serious injury                       ,336  H 10,144.56744,-37.68815,RAMP ON        ,Multiple intersection                    
T20150022508,2015,October,Serious injury accident                   ,Unknown,Serious injury                       ,7    G 11,144.95832,-37.69173,RAMP OF        ,Multiple intersection                    
T20150022508,2015,October,Serious injury accident                   ,Unknown,Serious injury                       ,7    G 11,144.95832,-37.69173,RAMP OF        ,Multiple intersection                    
T20150022508,2015,October,Serious injury accident                   ,Unknown,Serious injury                       ,7    G 11,144.95832,-37.69173,RAMP OF        ,Multiple intersection                    
T20150022508,2015,October,Serious injury accident                   ,Unknown,Serious injury                       ,7    G 11,144.95832,-37.69173,RAMP OF        ,Multiple intersection                    
T20150022508,2015,October,Serious injury accident                   ,Unknown,Serious injury                       ,7    G 11,144.95832,-37.69173,RAMP OF        ,Multiple intersection                    
T20150022508,2015,October,Serious injury accident                   ,Unknown,Serious injury                       ,7    G 11,144.95832,-37.69173,RAMP OF        ,Multiple intersection                    
T20150018592,2015,September,Serious injury accident                   ,70,Serious injury                       ,106  K 4 ,145.14962,-38.19648,ROAD           ,Multiple intersection                    
T20150018592,2015,September,Serious injury accident                   ,70,Serious injury                       ,106  K 4 ,145.14962,-38.19648,ROAD           ,Multiple intersection                    
T20150021499,2015,October,Serious injury accident                   ,50,Serious injury                       ,18   F 2 ,144.99818,-37.70602,AVENUE         ,Multiple intersection                    
T20150021499,2015,October,Serious injury accident                   ,50,Serious injury                       ,18   F 2 ,144.99818,-37.70602,AVENUE         ,Multiple intersection                    
T20170005430,2017,March,Serious injury accident                   ,80,Serious injury                       ,555  S 2 ,142.7353,-37.54058,STREET         ,Multiple intersection                    
T20170005430,2017,March,Serious injury accident                   ,80,Serious injury                       ,555  S 2 ,142.7353,-37.54058,STREET         ,Multiple intersection                    
T20170004699,2017,March,Serious injury accident                   ,80,Serious injury                       ,81   D 2 ,145.21243,-37.92541,ROAD           ,Multiple intersection                    
T20170004699,2017,March,Serious injury accident                   ,80,Serious injury                       ,81   D 2 ,145.21243,-37.92541,ROAD           ,Multiple intersection                    
T20170004699,2017,March,Serious injury accident                   ,80,Serious injury                       ,81   D 2 ,145.21243,-37.92541,ROAD           ,Multiple intersection                    
T20170004699,2017,March,Serious injury accident                   ,80,Serious injury                       ,81   D 2 ,145.21243,-37.92541,ROAD           ,Multiple intersection                    
T20170004699,2017,March,Serious injury accident                   ,80,Serious injury                       ,81   D 2 ,145.21243,-37.92541,ROAD           ,Multiple intersection                    
T20170004699,2017,March,Serious injury accident                   ,80,Serious injury                       ,81   D 2 ,145.21243,-37.92541,ROAD           ,Multiple intersection                    
T20170010545,2017,March,Serious injury accident                   ,60,Serious injury                       ,566  D 7 ,143.85503,-37.55722,ROAD           ,Multiple intersection                    
T20170010545,2017,March,Serious injury accident                   ,60,Serious injury                       ,566  D 7 ,143.85503,-37.55722,ROAD           ,Multiple intersection                    
T20170010545,2017,March,Serious injury accident                   ,60,Serious injury                       ,566  D 7 ,143.85503,-37.55722,ROAD           ,Multiple intersection                    
T20170010545,2017,March,Serious injury accident                   ,60,Serious injury                       ,566  D 7 ,143.85503,-37.55722,ROAD           ,Multiple intersection                    
T20170000790,2017,January,Serious injury accident                   ,80,Serious injury                       ,80   A 5 ,145.15577,-37.93311,ROAD           ,Multiple intersection                    
T20170000790,2017,January,Serious injury accident                   ,80,Serious injury                       ,80   A 5 ,145.15577,-37.93311,ROAD           ,Multiple intersection                    
T20180017026,2018,September,Serious injury accident                   ,100,Serious injury                       ,2C   H 5 ,144.9936,-37.79603,RAMP ON        ,Multiple intersection                    
T20180017026,2018,September,Serious injury accident                   ,100,Serious injury                       ,2C   H 5 ,144.9936,-37.79603,RAMP ON        ,Multiple intersection                    
T20180017026,2018,September,Serious injury accident                   ,100,Serious injury                       ,2C   H 5 ,144.9936,-37.79603,RAMP ON        ,Multiple intersection                    
T20180017026,2018,September,Serious injury accident                   ,100,Serious injury                       ,2C   H 5 ,144.9936,-37.79603,RAMP ON        ,Multiple intersection                    
T20180017026,2018,September,Serious injury accident                   ,100,Serious injury                       ,2C   H 5 ,144.9936,-37.79603,RAMP ON        ,Multiple intersection                    
T20180017026,2018,September,Serious injury accident                   ,100,Serious injury                       ,2C   H 5 ,144.9936,-37.79603,RAMP ON        ,Multiple intersection                    
T20180017026,2018,September,Serious injury accident                   ,100,Serious injury                       ,2C   H 5 ,144.9936,-37.79603,RAMP ON        ,Multiple intersection                    
T20160005028,2016,March,Serious injury accident                   ,60,Serious injury                       ,9    B 9 ,145.02857,-37.68688,ROAD           ,Multiple intersection                    
T20160005028,2016,March,Serious injury accident                   ,60,Serious injury                       ,9    B 9 ,145.02857,-37.68688,ROAD           ,Multiple intersection                    
T20160005028,2016,March,Serious injury accident                   ,60,Serious injury                       ,9    B 9 ,145.02857,-37.68688,ROAD           ,Multiple intersection                    
T20160005028,2016,March,Serious injury accident                   ,60,Serious injury                       ,9    B 9 ,145.02857,-37.68688,ROAD           ,Multiple intersection                    
T20160005028,2016,March,Serious injury accident                   ,60,Serious injury                       ,9    B 9 ,145.02857,-37.68688,ROAD           ,Multiple intersection                    
