Accident No,Year,Month of the Year,Severity level,Speed zones,Injury level,Map,Long,Lat,Road Type,Road geometry
T20170024121,2017,December,Serious injury accident                   ,60,Serious injury                       ,437  C 10,144.98726000000002,-37.834759999999996,ROAD           ,Cross intersection                     
T20170024121,2017,December,Serious injury accident                   ,60,Serious injury                       ,437  C 10,144.98726000000002,-37.834759999999996,ROAD           ,Cross intersection                     
T20170024121,2017,December,Serious injury accident                   ,60,Serious injury                       ,437  C 10,144.98726000000002,-37.834759999999996,ROAD           ,Cross intersection                     
T20170024229,2017,December,Serious injury accident                   ,100,Serious injury                       ,453  D 8 ,144.18077,-38.21283,HIGHWAY        ,Cross intersection                     
T20170024229,2017,December,Serious injury accident                   ,100,Serious injury                       ,453  D 8 ,144.18077,-38.21283,HIGHWAY        ,Cross intersection                     
T20170023836,2017,December,Serious injury accident                   ,60,Serious injury                       ,437  C 11,144.98587,-37.86463,ROAD           ,Cross intersection                     
T20170023836,2017,December,Serious injury accident                   ,60,Serious injury                       ,437  C 11,144.98587,-37.86463,ROAD           ,Cross intersection                     
T20160021694,2016,October,Serious injury accident                   ,Unknown,Serious injury                       ,96   A 6 ,145.24364,-38.02667,HIGHWAY        ,Cross intersection                     
T20160021694,2016,October,Serious injury accident                   ,Unknown,Serious injury                       ,96   A 6 ,145.24364,-38.02667,HIGHWAY        ,Cross intersection                     
T20160021694,2016,October,Serious injury accident                   ,Unknown,Serious injury                       ,96   A 6 ,145.24364,-38.02667,HIGHWAY        ,Cross intersection                     
T20160021694,2016,October,Serious injury accident                   ,Unknown,Serious injury                       ,96   A 6 ,145.24364,-38.02667,HIGHWAY        ,Cross intersection                     
T20160021694,2016,October,Serious injury accident                   ,Unknown,Serious injury                       ,96   A 6 ,145.24364,-38.02667,HIGHWAY        ,Cross intersection                     
T20160021694,2016,October,Serious injury accident                   ,Unknown,Serious injury                       ,96   A 6 ,145.24364,-38.02667,HIGHWAY        ,Cross intersection                     
T20160021694,2016,October,Serious injury accident                   ,Unknown,Serious injury                       ,96   A 6 ,145.24364,-38.02667,HIGHWAY        ,Cross intersection                     
T20160021694,2016,October,Serious injury accident                   ,Unknown,Serious injury                       ,96   A 6 ,145.24364,-38.02667,HIGHWAY        ,Cross intersection                     
T20140014459,2014,July,Serious injury accident                   ,80,Serious injury                       ,77   F 8 ,145.04324,-37.945190000000004,HIGHWAY        ,Cross intersection                     
T20140014459,2014,July,Serious injury accident                   ,80,Serious injury                       ,77   F 8 ,145.04324,-37.945190000000004,HIGHWAY        ,Cross intersection                     
T20190000242,2019,January,Serious injury accident                   ,60,Serious injury                       ,86   J 1 ,145.05778999999998,-37.96567,HIGHWAY        ,Cross intersection                     
T20190000242,2019,January,Serious injury accident                   ,60,Serious injury                       ,86   J 1 ,145.05778999999998,-37.96567,HIGHWAY        ,Cross intersection                     
T20190007873,2019,April,Serious injury accident                   ,80,Serious injury                       ,63   D 1 ,145.21335,-37.83253,ROAD           ,Cross intersection                     
T20190007873,2019,April,Serious injury accident                   ,80,Serious injury                       ,63   D 1 ,145.21335,-37.83253,ROAD           ,Cross intersection                     
T20190006436,2019,April,Serious injury accident                   ,60,Serious injury                       ,35   C 2 ,145.20656,-37.74661,ROAD           ,Cross intersection                     
T20190006436,2019,April,Serious injury accident                   ,60,Serious injury                       ,35   C 2 ,145.20656,-37.74661,ROAD           ,Cross intersection                     
T20190003992,2019,March,Serious injury accident                   ,70,Serious injury                       ,415  J 7 ,144.74235,-37.345279999999995,STREET         ,Cross intersection                     
T20190003992,2019,March,Serious injury accident                   ,70,Serious injury                       ,415  J 7 ,144.74235,-37.345279999999995,STREET         ,Cross intersection                     
T20190007442,2019,April,Serious injury accident                   ,100,Serious injury                       ,92   H 6 ,143.98072,-38.29953,ROAD           ,Cross intersection                     
T20190007442,2019,April,Serious injury accident                   ,100,Serious injury                       ,92   H 6 ,143.98072,-38.29953,ROAD           ,Cross intersection                     
T20190000190,2019,January,Serious injury accident                   ,80,Serious injury                       ,103  G 5 ,145.18101000000001,-38.15526,ROAD           ,Cross intersection                     
T20190000190,2019,January,Serious injury accident                   ,80,Serious injury                       ,103  G 5 ,145.18101000000001,-38.15526,ROAD           ,Cross intersection                     
T20190000406,2019,January,Serious injury accident                   ,60,Serious injury                       ,67   D 6 ,144.9903,-37.89372,STREET         ,Cross intersection                     
T20190000406,2019,January,Serious injury accident                   ,60,Serious injury                       ,67   D 6 ,144.9903,-37.89372,STREET         ,Cross intersection                     
T20190000406,2019,January,Serious injury accident                   ,60,Serious injury                       ,67   D 6 ,144.9903,-37.89372,STREET         ,Cross intersection                     
T20190000406,2019,January,Serious injury accident                   ,60,Serious injury                       ,67   D 6 ,144.9903,-37.89372,STREET         ,Cross intersection                     
T20190005008,2019,March,Serious injury accident                   ,60,Serious injury                       ,432  B 7 ,144.35865,-38.07416,ROAD           ,Cross intersection                     
T20190005008,2019,March,Serious injury accident                   ,60,Serious injury                       ,432  B 7 ,144.35865,-38.07416,ROAD           ,Cross intersection                     
T20190001561,2019,January,Serious injury accident                   ,80,Serious injury                       ,79   G 8 ,145.13936,-37.94585,AVENUE         ,Cross intersection                     
T20190001561,2019,January,Serious injury accident                   ,80,Serious injury                       ,79   G 8 ,145.13936,-37.94585,AVENUE         ,Cross intersection                     
T20190008114,2019,April,Serious injury accident                   ,50,Serious injury                       ,566  E 8 ,143.86423,-37.56048,STREET E       ,Cross intersection                     
T20190008114,2019,April,Serious injury accident                   ,50,Serious injury                       ,566  E 8 ,143.86423,-37.56048,STREET E       ,Cross intersection                     
T20190003204,2019,February,Serious injury accident                   ,80,Serious injury                       ,63   K 8 ,145.24156000000002,-37.85722,ROAD           ,Cross intersection                     
T20190003204,2019,February,Serious injury accident                   ,80,Serious injury                       ,63   K 8 ,145.24156000000002,-37.85722,ROAD           ,Cross intersection                     
T20190001255,2019,January,Serious injury accident                   ,60,Serious injury                       ,551  R 8 ,143.25394,-36.61065,ROAD           ,Cross intersection                     
T20190001255,2019,January,Serious injury accident                   ,60,Serious injury                       ,551  R 8 ,143.25394,-36.61065,ROAD           ,Cross intersection                     
T20190005008,2019,March,Serious injury accident                   ,60,Serious injury                       ,432  B 7 ,144.35865,-38.07416,ROAD           ,Cross intersection                     
T20190005008,2019,March,Serious injury accident                   ,60,Serious injury                       ,432  B 7 ,144.35865,-38.07416,ROAD           ,Cross intersection                     
T20160021848,2016,October,Serious injury accident                   ,60,Serious injury                       ,90   D 7 ,145.21406000000002,-37.98482,HIGHWAY        ,Cross intersection                     
T20160021848,2016,October,Serious injury accident                   ,60,Serious injury                       ,90   D 7 ,145.21406000000002,-37.98482,HIGHWAY        ,Cross intersection                     
T20160021848,2016,October,Serious injury accident                   ,60,Serious injury                       ,90   D 7 ,145.21406000000002,-37.98482,HIGHWAY        ,Cross intersection                     
T20160021848,2016,October,Serious injury accident                   ,60,Serious injury                       ,90   D 7 ,145.21406000000002,-37.98482,HIGHWAY        ,Cross intersection                     
T20160021848,2016,October,Serious injury accident                   ,60,Serious injury                       ,90   D 7 ,145.21406000000002,-37.98482,HIGHWAY        ,Cross intersection                     
T20160021848,2016,October,Serious injury accident                   ,60,Serious injury                       ,90   D 7 ,145.21406000000002,-37.98482,HIGHWAY        ,Cross intersection                     
T20160021848,2016,October,Serious injury accident                   ,60,Serious injury                       ,90   D 7 ,145.21406000000002,-37.98482,HIGHWAY        ,Cross intersection                     
T20160021848,2016,October,Serious injury accident                   ,60,Serious injury                       ,90   D 7 ,145.21406000000002,-37.98482,HIGHWAY        ,Cross intersection                     
T20160028032,2016,December,Serious injury accident                   ,60,Serious injury                       ,451  E 3 ,144.32907,-38.14461,STREET         ,Cross intersection                     
T20160028032,2016,December,Serious injury accident                   ,60,Serious injury                       ,451  E 3 ,144.32907,-38.14461,STREET         ,Cross intersection                     
T20180013337,2018,July,Serious injury accident                   ,80,Serious injury                       ,79   A 12,145.11264,-37.95962,BYPASS         ,Cross intersection                     
T20180013337,2018,July,Serious injury accident                   ,80,Serious injury                       ,79   A 12,145.11264,-37.95962,BYPASS         ,Cross intersection                     
T20180024189,2018,December,Serious injury accident                   ,60,Serious injury                       ,90   F 5 ,145.22215,-37.9777,ROAD           ,Cross intersection                     
T20180024189,2018,December,Serious injury accident                   ,60,Serious injury                       ,90   F 5 ,145.22215,-37.9777,ROAD           ,Cross intersection                     
T20180012411,2018,July,Serious injury accident                   ,60,Serious injury                       ,67   D 1 ,144.99223999999998,-37.87625,ROAD           ,Cross intersection                     
T20180012411,2018,July,Serious injury accident                   ,60,Serious injury                       ,67   D 1 ,144.99223999999998,-37.87625,ROAD           ,Cross intersection                     
T20180017103,2018,September,Serious injury accident                   ,60,Serious injury                       ,693  P 7 ,147.0684,-38.10935,STREET         ,Cross intersection                     
T20180017103,2018,September,Serious injury accident                   ,60,Serious injury                       ,693  P 7 ,147.0684,-38.10935,STREET         ,Cross intersection                     
T20180017563,2018,September,Serious injury accident                   ,60,Serious injury                       ,514  H 5 ,142.47404,-38.37205,PARADE         ,Cross intersection                     
T20180017563,2018,September,Serious injury accident                   ,60,Serious injury                       ,514  H 5 ,142.47404,-38.37205,PARADE         ,Cross intersection                     
T20180002714,2018,February,Serious injury accident                   ,80,Serious injury                       ,67   F 4 ,144.9992,-37.88616,STREET         ,Cross intersection                     
T20180002714,2018,February,Serious injury accident                   ,80,Serious injury                       ,67   F 4 ,144.9992,-37.88616,STREET         ,Cross intersection                     
T20180018807,2018,October,Serious injury accident                   ,80,Serious injury                       ,88   K 8 ,145.15057,-37.99151,ROAD           ,Cross intersection                     
T20180018807,2018,October,Serious injury accident                   ,80,Serious injury                       ,88   K 8 ,145.15057,-37.99151,ROAD           ,Cross intersection                     
T20180023090,2018,December,Serious injury accident                   ,80,Serious injury                       ,3    C 5 ,142.08414,-34.19777,STREET         ,Cross intersection                     
T20180023090,2018,December,Serious injury accident                   ,80,Serious injury                       ,3    C 5 ,142.08414,-34.19777,STREET         ,Cross intersection                     
T20180002560,2018,February,Serious injury accident                   ,100,Serious injury                       ,35   B 2 ,146.61931,-36.045320000000004,HIGHWAY        ,Cross intersection                     
T20180002560,2018,February,Serious injury accident                   ,100,Serious injury                       ,35   B 2 ,146.61931,-36.045320000000004,HIGHWAY        ,Cross intersection                     
T20180018054,2018,September,Serious injury accident                   ,80,Serious injury                       ,100  E 2 ,145.1725,-38.09944,ROAD           ,Cross intersection                     
T20180018054,2018,September,Serious injury accident                   ,80,Serious injury                       ,100  E 2 ,145.1725,-38.09944,ROAD           ,Cross intersection                     
T20180018054,2018,September,Serious injury accident                   ,80,Serious injury                       ,100  E 2 ,145.1725,-38.09944,ROAD           ,Cross intersection                     
T20180018054,2018,September,Serious injury accident                   ,80,Serious injury                       ,100  E 2 ,145.1725,-38.09944,ROAD           ,Cross intersection                     
T20180018054,2018,September,Serious injury accident                   ,80,Serious injury                       ,100  E 2 ,145.1725,-38.09944,ROAD           ,Cross intersection                     
T20180018054,2018,September,Serious injury accident                   ,80,Serious injury                       ,100  E 2 ,145.1725,-38.09944,ROAD           ,Cross intersection                     
T20180018054,2018,September,Serious injury accident                   ,80,Serious injury                       ,100  E 2 ,145.1725,-38.09944,ROAD           ,Cross intersection                     
T20180018054,2018,September,Serious injury accident                   ,80,Serious injury                       ,100  E 2 ,145.1725,-38.09944,ROAD           ,Cross intersection                     
T20180020228,2018,October,Serious injury accident                   ,80,Serious injury                       ,133  K 2 ,145.28314,-38.09807,HIGHWAY        ,Cross intersection                     
T20180020228,2018,October,Serious injury accident                   ,80,Serious injury                       ,133  K 2 ,145.28314,-38.09807,HIGHWAY        ,Cross intersection                     
T20180006194,2018,April,Serious injury accident                   ,60,Serious injury                       ,544  G 6 ,142.20494,-36.71781,STREET         ,Cross intersection                     
T20180006194,2018,April,Serious injury accident                   ,60,Serious injury                       ,544  G 6 ,142.20494,-36.71781,STREET         ,Cross intersection                     
T20180023169,2018,December,Serious injury accident                   ,60,Serious injury                       ,90   F 5 ,145.22215,-37.9777,STREET         ,Cross intersection                     
T20180023169,2018,December,Serious injury accident                   ,60,Serious injury                       ,90   F 5 ,145.22215,-37.9777,STREET         ,Cross intersection                     
T20170007476,2017,April,Serious injury accident                   ,100,Serious injury                       ,23   C 9 ,145.63183999999998,-35.9407,ROAD           ,Cross intersection                     
T20170007476,2017,April,Serious injury accident                   ,100,Serious injury                       ,23   C 9 ,145.63183999999998,-35.9407,ROAD           ,Cross intersection                     
T20170007476,2017,April,Serious injury accident                   ,100,Serious injury                       ,23   C 9 ,145.63183999999998,-35.9407,ROAD           ,Cross intersection                     
T20170007476,2017,April,Serious injury accident                   ,100,Serious injury                       ,23   C 9 ,145.63183999999998,-35.9407,ROAD           ,Cross intersection                     
T20170021525,2017,November,Serious injury accident                   ,60,Serious injury                       ,70   E 6 ,145.13003999999998,-37.89492,ROAD           ,Cross intersection                     
T20170021525,2017,November,Serious injury accident                   ,60,Serious injury                       ,70   E 6 ,145.13003999999998,-37.89492,ROAD           ,Cross intersection                     
T20170021525,2017,November,Serious injury accident                   ,60,Serious injury                       ,70   E 6 ,145.13003999999998,-37.89492,ROAD           ,Cross intersection                     
T20170021525,2017,November,Serious injury accident                   ,60,Serious injury                       ,70   E 6 ,145.13003999999998,-37.89492,ROAD           ,Cross intersection                     
T20170016035,2017,August,Serious injury accident                   ,80,Serious injury                       ,34   G 7 ,146.35102,-36.32612,ROAD           ,Cross intersection                     
T20170016035,2017,August,Serious injury accident                   ,80,Serious injury                       ,34   G 7 ,146.35102,-36.32612,ROAD           ,Cross intersection                     
T20170016035,2017,August,Serious injury accident                   ,80,Serious injury                       ,34   G 7 ,146.35102,-36.32612,ROAD           ,Cross intersection                     
T20170016035,2017,August,Serious injury accident                   ,80,Serious injury                       ,34   G 7 ,146.35102,-36.32612,ROAD           ,Cross intersection                     
T20170016035,2017,August,Serious injury accident                   ,80,Serious injury                       ,34   G 7 ,146.35102,-36.32612,ROAD           ,Cross intersection                     
T20170016035,2017,August,Serious injury accident                   ,80,Serious injury                       ,34   G 7 ,146.35102,-36.32612,ROAD           ,Cross intersection                     
T20170016035,2017,August,Serious injury accident                   ,80,Serious injury                       ,34   G 7 ,146.35102,-36.32612,ROAD           ,Cross intersection                     
T20170016035,2017,August,Serious injury accident                   ,80,Serious injury                       ,34   G 7 ,146.35102,-36.32612,ROAD           ,Cross intersection                     
T20170015155,2017,August,Serious injury accident                   ,80,Serious injury                       ,63   H 5 ,145.22875,-37.84791,ROAD           ,Cross intersection                     
T20170015155,2017,August,Serious injury accident                   ,80,Serious injury                       ,63   H 5 ,145.22875,-37.84791,ROAD           ,Cross intersection                     
T20170011928,2017,June,Serious injury accident                   ,60,Serious injury                       ,34   D 6 ,145.16656,-37.7635,ROAD           ,Cross intersection                     
T20170011928,2017,June,Serious injury accident                   ,60,Serious injury                       ,34   D 6 ,145.16656,-37.7635,ROAD           ,Cross intersection                     
T20170020992,2017,November,Serious injury accident                   ,60,Serious injury                       ,673  R 6 ,145.41256,-36.36805,ROAD           ,Cross intersection                     
T20170020992,2017,November,Serious injury accident                   ,60,Serious injury                       ,673  R 6 ,145.41256,-36.36805,ROAD           ,Cross intersection                     
T20170020992,2017,November,Serious injury accident                   ,60,Serious injury                       ,673  R 6 ,145.41256,-36.36805,ROAD           ,Cross intersection                     
T20170020992,2017,November,Serious injury accident                   ,60,Serious injury                       ,673  R 6 ,145.41256,-36.36805,ROAD           ,Cross intersection                     
T20170003955,2017,February,Serious injury accident                   ,60,Serious injury                       ,47   D 10,145.12291000000002,-37.82292,STREET         ,Cross intersection                     
T20170003955,2017,February,Serious injury accident                   ,60,Serious injury                       ,47   D 10,145.12291000000002,-37.82292,STREET         ,Cross intersection                     
T20170018765,2017,October,Serious injury accident                   ,80,Serious injury                       ,103  K 4 ,145.19512,-38.15071,ROAD           ,Cross intersection                     
T20170018765,2017,October,Serious injury accident                   ,80,Serious injury                       ,103  K 4 ,145.19512,-38.15071,ROAD           ,Cross intersection                     
T20170001844,2017,January,Serious injury accident                   ,60,Serious injury                       ,77   A 10,145.0207,-37.9538,ROAD           ,Cross intersection                     
T20170001844,2017,January,Serious injury accident                   ,60,Serious injury                       ,77   A 10,145.0207,-37.9538,ROAD           ,Cross intersection                     
T20170021494,2017,November,Serious injury accident                   ,60,Serious injury                       ,206  D 1 ,144.68289,-37.877590000000005,ROAD           ,Cross intersection                     
T20170021494,2017,November,Serious injury accident                   ,60,Serious injury                       ,206  D 1 ,144.68289,-37.877590000000005,ROAD           ,Cross intersection                     
T20170008077,2017,April,Serious injury accident                   ,100,Serious injury                       ,92   E 8 ,143.78321,-38.39056,ROAD           ,Cross intersection                     
T20170008077,2017,April,Serious injury accident                   ,100,Serious injury                       ,92   E 8 ,143.78321,-38.39056,ROAD           ,Cross intersection                     
T20170012836,2017,July,Serious injury accident                   ,100,Serious injury                       ,32   J 5 ,145.49053,-36.23879,ROAD           ,Cross intersection                     
T20170012836,2017,July,Serious injury accident                   ,100,Serious injury                       ,32   J 5 ,145.49053,-36.23879,ROAD           ,Cross intersection                     
T20140016472,2014,August,Serious injury accident                   ,60,Serious injury                       ,25   G 3 ,144.78512,-37.75343,DRIVE          ,Cross intersection                     
T20140016472,2014,August,Serious injury accident                   ,60,Serious injury                       ,25   G 3 ,144.78512,-37.75343,DRIVE          ,Cross intersection                     
T20140016472,2014,August,Serious injury accident                   ,60,Serious injury                       ,25   G 3 ,144.78512,-37.75343,DRIVE          ,Cross intersection                     
T20140016472,2014,August,Serious injury accident                   ,60,Serious injury                       ,25   G 3 ,144.78512,-37.75343,DRIVE          ,Cross intersection                     
T20140022121,2014,October,Serious injury accident                   ,50,Serious injury                       ,82   D 1 ,145.25534,-37.92083,CRESCENT       ,Cross intersection                     
T20140022121,2014,October,Serious injury accident                   ,50,Serious injury                       ,82   D 1 ,145.25534,-37.92083,CRESCENT       ,Cross intersection                     
T20140022121,2014,October,Serious injury accident                   ,50,Serious injury                       ,82   D 1 ,145.25534,-37.92083,CRESCENT       ,Cross intersection                     
T20140022121,2014,October,Serious injury accident                   ,50,Serious injury                       ,82   D 1 ,145.25534,-37.92083,CRESCENT       ,Cross intersection                     
T20140022121,2014,October,Serious injury accident                   ,50,Serious injury                       ,82   D 1 ,145.25534,-37.92083,CRESCENT       ,Cross intersection                     
T20140022121,2014,October,Serious injury accident                   ,50,Serious injury                       ,82   D 1 ,145.25534,-37.92083,CRESCENT       ,Cross intersection                     
T20140022121,2014,October,Serious injury accident                   ,50,Serious injury                       ,82   D 1 ,145.25534,-37.92083,CRESCENT       ,Cross intersection                     
T20140022121,2014,October,Serious injury accident                   ,50,Serious injury                       ,82   D 1 ,145.25534,-37.92083,CRESCENT       ,Cross intersection                     
T20140021391,2014,October,Serious injury accident                   ,50,Serious injury                       ,15   C 7 ,144.85381999999998,-37.72036,ROAD           ,Cross intersection                     
T20140021391,2014,October,Serious injury accident                   ,50,Serious injury                       ,15   C 7 ,144.85381999999998,-37.72036,ROAD           ,Cross intersection                     
T20140021391,2014,October,Serious injury accident                   ,50,Serious injury                       ,15   C 7 ,144.85381999999998,-37.72036,ROAD           ,Cross intersection                     
T20140021391,2014,October,Serious injury accident                   ,50,Serious injury                       ,15   C 7 ,144.85381999999998,-37.72036,ROAD           ,Cross intersection                     
T20140021391,2014,October,Serious injury accident                   ,50,Serious injury                       ,15   C 7 ,144.85381999999998,-37.72036,ROAD           ,Cross intersection                     
T20140021391,2014,October,Serious injury accident                   ,50,Serious injury                       ,15   C 7 ,144.85381999999998,-37.72036,ROAD           ,Cross intersection                     
T20140021391,2014,October,Serious injury accident                   ,50,Serious injury                       ,15   C 7 ,144.85381999999998,-37.72036,ROAD           ,Cross intersection                     
T20140021391,2014,October,Serious injury accident                   ,50,Serious injury                       ,15   C 7 ,144.85381999999998,-37.72036,ROAD           ,Cross intersection                     
T20170018033,2017,September,Serious injury accident                   ,50,Serious injury                       ,452  J 8 ,144.38913,-38.163790000000006,STREET         ,Cross intersection                     
T20170018033,2017,September,Serious injury accident                   ,50,Serious injury                       ,452  J 8 ,144.38913,-38.163790000000006,STREET         ,Cross intersection                     
T20170013047,2017,July,Serious injury accident                   ,70,Serious injury                       ,131  C 4 ,145.34375,-38.0608,ROAD           ,Cross intersection                     
T20170013047,2017,July,Serious injury accident                   ,70,Serious injury                       ,131  C 4 ,145.34375,-38.0608,ROAD           ,Cross intersection                     
T20160023432,2016,October,Serious injury accident                   ,70,Serious injury                       ,205  A 3 ,144.62347,-37.88375,ROAD           ,Cross intersection                     
T20160023432,2016,October,Serious injury accident                   ,70,Serious injury                       ,205  A 3 ,144.62347,-37.88375,ROAD           ,Cross intersection                     
T20160023432,2016,October,Serious injury accident                   ,70,Serious injury                       ,205  A 3 ,144.62347,-37.88375,ROAD           ,Cross intersection                     
T20160023432,2016,October,Serious injury accident                   ,70,Serious injury                       ,205  A 3 ,144.62347,-37.88375,ROAD           ,Cross intersection                     
T20160023432,2016,October,Serious injury accident                   ,70,Serious injury                       ,205  A 3 ,144.62347,-37.88375,ROAD           ,Cross intersection                     
T20160023432,2016,October,Serious injury accident                   ,70,Serious injury                       ,205  A 3 ,144.62347,-37.88375,ROAD           ,Cross intersection                     
T20160023432,2016,October,Serious injury accident                   ,70,Serious injury                       ,205  A 3 ,144.62347,-37.88375,ROAD           ,Cross intersection                     
T20160023432,2016,October,Serious injury accident                   ,70,Serious injury                       ,205  A 3 ,144.62347,-37.88375,ROAD           ,Cross intersection                     
T20160023432,2016,October,Serious injury accident                   ,70,Serious injury                       ,205  A 3 ,144.62347,-37.88375,ROAD           ,Cross intersection                     
T20160023432,2016,October,Serious injury accident                   ,70,Serious injury                       ,205  A 3 ,144.62347,-37.88375,ROAD           ,Cross intersection                     
T20160023432,2016,October,Serious injury accident                   ,70,Serious injury                       ,205  A 3 ,144.62347,-37.88375,ROAD           ,Cross intersection                     
T20160023432,2016,October,Serious injury accident                   ,70,Serious injury                       ,205  A 3 ,144.62347,-37.88375,ROAD           ,Cross intersection                     
T20160024994,2016,November,Serious injury accident                   ,60,Serious injury                       ,336  H 9 ,144.56819,-37.684309999999996,STREET         ,Cross intersection                     
T20160024994,2016,November,Serious injury accident                   ,60,Serious injury                       ,336  H 9 ,144.56819,-37.684309999999996,STREET         ,Cross intersection                     
T20160024994,2016,November,Serious injury accident                   ,60,Serious injury                       ,336  H 9 ,144.56819,-37.684309999999996,STREET         ,Cross intersection                     
T20160024994,2016,November,Serious injury accident                   ,60,Serious injury                       ,336  H 9 ,144.56819,-37.684309999999996,STREET         ,Cross intersection                     
T20160024994,2016,November,Serious injury accident                   ,60,Serious injury                       ,336  H 9 ,144.56819,-37.684309999999996,STREET         ,Cross intersection                     
T20160024994,2016,November,Serious injury accident                   ,60,Serious injury                       ,336  H 9 ,144.56819,-37.684309999999996,STREET         ,Cross intersection                     
T20160024994,2016,November,Serious injury accident                   ,60,Serious injury                       ,336  H 9 ,144.56819,-37.684309999999996,STREET         ,Cross intersection                     
T20160024994,2016,November,Serious injury accident                   ,60,Serious injury                       ,336  H 9 ,144.56819,-37.684309999999996,STREET         ,Cross intersection                     
T20160021865,2016,October,Serious injury accident                   ,100,Serious injury                       ,415  J 13,144.74296999999999,-37.45324,ROAD           ,Cross intersection                     
T20160021865,2016,October,Serious injury accident                   ,100,Serious injury                       ,415  J 13,144.74296999999999,-37.45324,ROAD           ,Cross intersection                     
T20160023253,2016,October,Serious injury accident                   ,60,Serious injury                       ,387  C 10,144.94436000000002,-37.59997,STREET         ,Cross intersection                     
T20160023253,2016,October,Serious injury accident                   ,60,Serious injury                       ,387  C 10,144.94436000000002,-37.59997,STREET         ,Cross intersection                     
T20160020690,2016,September,Serious injury accident                   ,80,Serious injury                       ,91   G 4 ,145.27062,-37.97637,ROAD           ,Cross intersection                     
T20160020690,2016,September,Serious injury accident                   ,80,Serious injury                       ,91   G 4 ,145.27062,-37.97637,ROAD           ,Cross intersection                     
T20160026889,2016,December,Serious injury accident                   ,50,Serious injury                       ,202  F 3 ,144.68967,-37.84105,DRIVE          ,Cross intersection                     
T20160026889,2016,December,Serious injury accident                   ,50,Serious injury                       ,202  F 3 ,144.68967,-37.84105,DRIVE          ,Cross intersection                     
T20160026889,2016,December,Serious injury accident                   ,50,Serious injury                       ,202  F 3 ,144.68967,-37.84105,DRIVE          ,Cross intersection                     
T20160026889,2016,December,Serious injury accident                   ,50,Serious injury                       ,202  F 3 ,144.68967,-37.84105,DRIVE          ,Cross intersection                     
T20160022128,2016,October,Serious injury accident                   ,40,Serious injury                       ,437  A 9 ,144.95663000000002,-37.81836,STREET         ,Cross intersection                     
T20160022128,2016,October,Serious injury accident                   ,40,Serious injury                       ,437  A 9 ,144.95663000000002,-37.81836,STREET         ,Cross intersection                     
T20160022128,2016,October,Serious injury accident                   ,40,Serious injury                       ,437  A 9 ,144.95663000000002,-37.81836,STREET         ,Cross intersection                     
T20160022128,2016,October,Serious injury accident                   ,40,Serious injury                       ,437  A 9 ,144.95663000000002,-37.81836,STREET         ,Cross intersection                     
T20160021544,2016,October,Serious injury accident                   ,60,Serious injury                       ,202  E 9 ,144.68545,-37.86292,ROAD           ,Cross intersection                     
T20160021544,2016,October,Serious injury accident                   ,60,Serious injury                       ,202  E 9 ,144.68545,-37.86292,ROAD           ,Cross intersection                     
T20160026392,2016,December,Serious injury accident                   ,60,Serious injury                       ,48   K 8 ,145.1936,-37.81568,ROAD           ,Cross intersection                     
T20160026392,2016,December,Serious injury accident                   ,60,Serious injury                       ,48   K 8 ,145.1936,-37.81568,ROAD           ,Cross intersection                     
T20170024511,2017,December,Serious injury accident                   ,70,Serious injury                       ,33   B 4 ,145.11331,-37.75721,ROAD           ,Cross intersection                     
T20170024511,2017,December,Serious injury accident                   ,70,Serious injury                       ,33   B 4 ,145.11331,-37.75721,ROAD           ,Cross intersection                     
T20170024613,2017,December,Serious injury accident                   ,80,Serious injury                       ,64   A 7 ,145.24365,-37.85275,ROAD           ,Cross intersection                     
T20170024613,2017,December,Serious injury accident                   ,80,Serious injury                       ,64   A 7 ,145.24365,-37.85275,ROAD           ,Cross intersection                     
T20170024118,2017,December,Serious injury accident                   ,100,Serious injury                       ,13   J 7 ,143.4541,-35.37166,ROAD           ,Cross intersection                     
T20170024118,2017,December,Serious injury accident                   ,100,Serious injury                       ,13   J 7 ,143.4541,-35.37166,ROAD           ,Cross intersection                     
T20140020372,2014,October,Serious injury accident                   ,60,Serious injury                       ,63   G 1 ,145.22731000000002,-37.83238,ROAD           ,Cross intersection                     
T20140020372,2014,October,Serious injury accident                   ,60,Serious injury                       ,63   G 1 ,145.22731000000002,-37.83238,ROAD           ,Cross intersection                     
T20140020372,2014,October,Serious injury accident                   ,60,Serious injury                       ,63   G 1 ,145.22731000000002,-37.83238,ROAD           ,Cross intersection                     
T20140020372,2014,October,Serious injury accident                   ,60,Serious injury                       ,63   G 1 ,145.22731000000002,-37.83238,ROAD           ,Cross intersection                     
T20140020372,2014,October,Serious injury accident                   ,60,Serious injury                       ,63   G 1 ,145.22731000000002,-37.83238,ROAD           ,Cross intersection                     
T20140020372,2014,October,Serious injury accident                   ,60,Serious injury                       ,63   G 1 ,145.22731000000002,-37.83238,ROAD           ,Cross intersection                     
T20140020372,2014,October,Serious injury accident                   ,60,Serious injury                       ,63   G 1 ,145.22731000000002,-37.83238,ROAD           ,Cross intersection                     
T20140020372,2014,October,Serious injury accident                   ,60,Serious injury                       ,63   G 1 ,145.22731000000002,-37.83238,ROAD           ,Cross intersection                     
T20140019640,2014,September,Serious injury accident                   ,90,Serious injury                       ,163  J 7 ,145.1456,-38.33882,ROAD           ,Cross intersection                     
