Accident No,Year,Month of the Year,Date & Time,Severity level,Speed zones,Road Class,Rma All,Injury level,Lga Name,Lga Name All,Dca Code,Sub Dca Code,Vehicle dca code,Map,Long,Lat,Road Type,Road geometry
T20140007584,2014,April,11/04/14 19.32.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MAROONDAH,MAROONDAH,171,V03,Vehcile 1,50   J 4 ,145.28058000000001,-37.79871,ROAD           ,Y intersection                      
T20140007584,2014,April,11/04/14 19.32.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MAROONDAH,MAROONDAH,171,Q09,Vehcile 1,50   J 4 ,145.28058000000001,-37.79871,ROAD           ,Y intersection                      
T20140007584,2014,April,11/04/14 19.32.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MAROONDAH,MAROONDAH,171,V02,Vehcile 1,50   J 4 ,145.28058000000001,-37.79871,ROAD           ,Y intersection                      
T20140007584,2014,April,11/04/14 19.32.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MAROONDAH,MAROONDAH,171,V03,Vehcile 1,50   J 4 ,145.28058000000001,-37.79871,ROAD           ,Y intersection                      
T20140025098,2014,December,04/12/14 08.00.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MORELAND,MORELAND,121,NRQ,Vehicle 2,29   E 10,144.95293,-37.77619,ROAD           ,Y intersection                      
T20140025098,2014,December,04/12/14 08.00.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MORELAND,MORELAND,121,NRQ,Vehicle 2,29   E 10,144.95293,-37.77619,ROAD           ,Y intersection                      
T20140021691,2014,October,19/10/14 10.00.00,Serious injury accident                   ,Unknown,Local roads,Local Road,Serious injury                       ,YARRA RANGES,YARRA RANGES,171,Q02,Vehcile 1,80   C 6 ,145.65251,-37.78735,ROAD           ,Y intersection                      
T20140021691,2014,October,19/10/14 10.00.00,Serious injury accident                   ,Unknown,Local roads,Local Road,Serious injury                       ,YARRA RANGES,YARRA RANGES,171,V01,Vehcile 1,80   C 6 ,145.65251,-37.78735,ROAD           ,Y intersection                      
T20140021691,2014,October,19/10/14 10.00.00,Serious injury accident                   ,Unknown,Local roads,Local Road,Serious injury                       ,YARRA RANGES,YARRA RANGES,171,Q02,Vehcile 1,80   C 6 ,145.65251,-37.78735,ROAD           ,Y intersection                      
T20140021691,2014,October,19/10/14 10.00.00,Serious injury accident                   ,Unknown,Local roads,Local Road,Serious injury                       ,YARRA RANGES,YARRA RANGES,171,V01,Vehcile 1,80   C 6 ,145.65251,-37.78735,ROAD           ,Y intersection                      
T20140021691,2014,October,19/10/14 10.00.00,Serious injury accident                   ,Unknown,Local roads,Local Road,Serious injury                       ,YARRA RANGES,YARRA RANGES,171,Q02,Vehcile 1,80   C 6 ,145.65251,-37.78735,ROAD           ,Y intersection                      
T20140021691,2014,October,19/10/14 10.00.00,Serious injury accident                   ,Unknown,Local roads,Local Road,Serious injury                       ,YARRA RANGES,YARRA RANGES,171,V01,Vehcile 1,80   C 6 ,145.65251,-37.78735,ROAD           ,Y intersection                      
T20140021691,2014,October,19/10/14 10.00.00,Serious injury accident                   ,Unknown,Local roads,Local Road,Serious injury                       ,YARRA RANGES,YARRA RANGES,171,Q02,Vehcile 1,80   C 6 ,145.65251,-37.78735,ROAD           ,Y intersection                      
T20140021691,2014,October,19/10/14 10.00.00,Serious injury accident                   ,Unknown,Local roads,Local Road,Serious injury                       ,YARRA RANGES,YARRA RANGES,171,V01,Vehcile 1,80   C 6 ,145.65251,-37.78735,ROAD           ,Y intersection                      
T20140013040,2014,June,25/06/14 08.00.00,Serious injury accident                   ,50,Local roads,Local Road,Serious injury                       ,MELBOURNE,MELBOURNE,184,NRQ,Vehcile 1,2B   E 4 ,144.96461000000002,-37.79332,CRESCENT       ,Y intersection                      
T20140013040,2014,June,25/06/14 08.00.00,Serious injury accident                   ,50,Local roads,Local Road,Serious injury                       ,MELBOURNE,MELBOURNE,184,NRQ,Vehcile 1,2B   E 4 ,144.96461000000002,-37.79332,CRESCENT       ,Y intersection                      
T20150013570,2015,June,26/06/15 23.08.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MACEDON RANGES,MACEDON RANGES,170,V02,Vehcile 1,678  C 5 ,144.58964,-37.49388,STREET         ,Y intersection                      
T20150013570,2015,June,26/06/15 23.08.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MACEDON RANGES,MACEDON RANGES,170,V02,Vehcile 1,678  C 5 ,144.58964,-37.49388,STREET         ,Y intersection                      
T20140012148,2014,June,10/06/14 19.15.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,YARRA RANGES,YARRA RANGES,137,N01,Vehcile 1,51   F 1 ,145.31004,-37.789629999999995,ROAD           ,Y intersection                      
T20140012148,2014,June,10/06/14 19.15.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,YARRA RANGES,YARRA RANGES,137,N01,Vehcile 1,51   F 1 ,145.31004,-37.789629999999995,ROAD           ,Y intersection                      
T20140011448,2014,May,31/05/14 13.30.00,Other injury accident                    ,Unknown,Arterial other,Arterial Other,Not injured                         ,MELBOURNE,MELBOURNE,130,A01,Vehcile 1,2B   C 2 ,144.95928999999998,-37.79005,ROAD WEST      ,Y intersection                      
T20140011448,2014,May,31/05/14 13.30.00,Other injury accident                    ,Unknown,Arterial other,Arterial Other,Not injured                         ,MELBOURNE,MELBOURNE,130,N01,Vehcile 1,2B   C 2 ,144.95928999999998,-37.79005,ROAD WEST      ,Y intersection                      
T20140011448,2014,May,31/05/14 13.30.00,Other injury accident                    ,Unknown,Arterial other,Arterial Other,Not injured                         ,MELBOURNE,MELBOURNE,130,A01,Vehcile 1,2B   C 2 ,144.95928999999998,-37.79005,ROAD WEST      ,Y intersection                      
T20140011448,2014,May,31/05/14 13.30.00,Other injury accident                    ,Unknown,Arterial other,Arterial Other,Not injured                         ,MELBOURNE,MELBOURNE,130,N01,Vehcile 1,2B   C 2 ,144.95928999999998,-37.79005,ROAD WEST      ,Y intersection                      
T20150004729,2015,March,05/03/15 08.40.00,Other injury accident                    ,80,Arterial other,Arterial Other,Not injured                         ,CASEY,CASEY,130,N01,Vehcile 1,91   B 4 ,145.24742,-37.97358,ROAD           ,Y intersection                      
T20150004729,2015,March,05/03/15 08.40.00,Other injury accident                    ,80,Arterial other,Arterial Other,Not injured                         ,CASEY,CASEY,130,N01,Vehcile 1,91   B 4 ,145.24742,-37.97358,ROAD           ,Y intersection                      
T20150002452,2015,January,02/01/15 14.00.00,Other injury accident                    ,40,Local roads,Local Road,Not injured                         ,EAST GIPPSLAND,EAST GIPPSLAND,132,A01,Vehcile 1,688  K 7 ,147.63414,-37.82431,STREET         ,Y intersection                      
T20150002452,2015,January,02/01/15 14.00.00,Other injury accident                    ,40,Local roads,Local Road,Not injured                         ,EAST GIPPSLAND,EAST GIPPSLAND,132,N01,Vehcile 1,688  K 7 ,147.63414,-37.82431,STREET         ,Y intersection                      
T20150002452,2015,January,02/01/15 14.00.00,Other injury accident                    ,40,Local roads,Local Road,Not injured                         ,EAST GIPPSLAND,EAST GIPPSLAND,132,A01,Vehcile 1,688  K 7 ,147.63414,-37.82431,STREET         ,Y intersection                      
T20150002452,2015,January,02/01/15 14.00.00,Other injury accident                    ,40,Local roads,Local Road,Not injured                         ,EAST GIPPSLAND,EAST GIPPSLAND,132,N01,Vehcile 1,688  K 7 ,147.63414,-37.82431,STREET         ,Y intersection                      
T20150002560,2015,February,05/02/15 18.40.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MOONEE VALLEY,MOONEE VALLEY,121,NRQ,Vehicle 2,28   E 3 ,144.90846000000002,-37.753640000000004,ROAD           ,Y intersection                      
T20150002560,2015,February,05/02/15 18.40.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MOONEE VALLEY,MOONEE VALLEY,121,NRQ,Vehicle 2,28   E 3 ,144.90846000000002,-37.753640000000004,ROAD           ,Y intersection                      
T20170023518,2017,December,09/12/17 14.00.00,Serious injury accident                   ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,PORT PHILLIP,PORT PHILLIP,148,NRQ,Vehicle 2,437  B 11,144.97251,-37.8609,PARADE         ,Y intersection                      
T20170023518,2017,December,09/12/17 14.00.00,Serious injury accident                   ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,PORT PHILLIP,PORT PHILLIP,148,NRQ,Vehicle 2,437  B 11,144.97251,-37.8609,PARADE         ,Y intersection                      
T20160018761,2016,August,27/08/16 08.15.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,PORT PHILLIP,PORT PHILLIP,137,N01,Vehcile 1,437  C 12,144.98292,-37.87395,STREET         ,Y intersection                      
T20160018761,2016,August,27/08/16 08.15.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,PORT PHILLIP,PORT PHILLIP,137,N01,Vehcile 1,437  C 12,144.98292,-37.87395,STREET         ,Y intersection                      
T20190008253,2019,April,22/04/19 12.00.00,Other injury accident                    ,Unknown,Local roads,Local Road,Other injury                        ,WELLINGTON,WELLINGTON,174,NRQ,Vehcile 1,82   E 7 ,146.78195,-37.85215,ROAD           ,Y intersection                      
T20190008253,2019,April,22/04/19 12.00.00,Other injury accident                    ,Unknown,Local roads,Local Road,Other injury                        ,WELLINGTON,WELLINGTON,174,NRQ,Vehcile 1,82   E 7 ,146.78195,-37.85215,ROAD           ,Y intersection                      
T20160014896,2016,July,08/07/16 14.30.00,Other injury accident                    ,40,Unknown,,Other injury                        ,MELBOURNE,MELBOURNE,100,A03,Vehcile 1,437  A 9 ,144.9539,-37.82144,STREET         ,Y intersection                      
T20160014896,2016,July,08/07/16 14.30.00,Other injury accident                    ,40,Unknown,,Other injury                        ,MELBOURNE,MELBOURNE,100,B03,Vehcile 1,437  A 9 ,144.9539,-37.82144,STREET         ,Y intersection                      
T20160014896,2016,July,08/07/16 14.30.00,Other injury accident                    ,40,Unknown,,Other injury                        ,MELBOURNE,MELBOURNE,100,A03,Vehcile 1,437  A 9 ,144.9539,-37.82144,STREET         ,Y intersection                      
T20160014896,2016,July,08/07/16 14.30.00,Other injury accident                    ,40,Unknown,,Other injury                        ,MELBOURNE,MELBOURNE,100,B03,Vehcile 1,437  A 9 ,144.9539,-37.82144,STREET         ,Y intersection                      
T20180013994,2018,July,25/07/18 19.15.00,Serious injury accident                   ,100,Freeway,Freeway,Serious injury                       ,DANDENONG,DANDENONG,130,A04,Vehcile 1,90   H 1 ,145.22994,-37.96329,FREEWAY        ,Y intersection                      
T20180013994,2018,July,25/07/18 19.15.00,Serious injury accident                   ,100,Freeway,Freeway,Serious injury                       ,DANDENONG,DANDENONG,130,N01,Vehcile 1,90   H 1 ,145.22994,-37.96329,FREEWAY        ,Y intersection                      
T20180013994,2018,July,25/07/18 19.15.00,Serious injury accident                   ,100,Freeway,Freeway,Serious injury                       ,DANDENONG,DANDENONG,130,Z06,Vehcile 1,90   H 1 ,145.22994,-37.96329,FREEWAY        ,Y intersection                      
T20180013994,2018,July,25/07/18 19.15.00,Serious injury accident                   ,100,Freeway,Freeway,Serious injury                       ,DANDENONG,DANDENONG,130,A04,Vehcile 1,90   H 1 ,145.22994,-37.96329,FREEWAY        ,Y intersection                      
T20180013994,2018,July,25/07/18 19.15.00,Serious injury accident                   ,100,Freeway,Freeway,Serious injury                       ,DANDENONG,DANDENONG,130,N01,Vehcile 1,90   H 1 ,145.22994,-37.96329,FREEWAY        ,Y intersection                      
T20180013994,2018,July,25/07/18 19.15.00,Serious injury accident                   ,100,Freeway,Freeway,Serious injury                       ,DANDENONG,DANDENONG,130,Z06,Vehcile 1,90   H 1 ,145.22994,-37.96329,FREEWAY        ,Y intersection                      
T20180011506,2018,June,19/06/18 18.45.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,WYNDHAM,WYNDHAM,121,NRQ,Vehcile 1,203  J 9 ,144.74804,-37.86224,ROAD           ,Y intersection                      
T20180011506,2018,June,19/06/18 18.45.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,WYNDHAM,WYNDHAM,121,NRQ,Vehcile 1,203  J 9 ,144.74804,-37.86224,ROAD           ,Y intersection                      
T20150002452,2015,January,02/01/15 14.00.00,Other injury accident                    ,40,Local roads,Local Road,Not injured                         ,EAST GIPPSLAND,EAST GIPPSLAND,132,A01,Vehicle 2,688  K 7 ,147.63414,-37.82431,STREET         ,Y intersection                      
T20150002452,2015,January,02/01/15 14.00.00,Other injury accident                    ,40,Local roads,Local Road,Not injured                         ,EAST GIPPSLAND,EAST GIPPSLAND,132,N01,Vehicle 2,688  K 7 ,147.63414,-37.82431,STREET         ,Y intersection                      
T20150002452,2015,January,02/01/15 14.00.00,Other injury accident                    ,40,Local roads,Local Road,Not injured                         ,EAST GIPPSLAND,EAST GIPPSLAND,132,A01,Vehicle 2,688  K 7 ,147.63414,-37.82431,STREET         ,Y intersection                      
T20150002452,2015,January,02/01/15 14.00.00,Other injury accident                    ,40,Local roads,Local Road,Not injured                         ,EAST GIPPSLAND,EAST GIPPSLAND,132,N01,Vehicle 2,688  K 7 ,147.63414,-37.82431,STREET         ,Y intersection                      
T20150002560,2015,February,05/02/15 18.40.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,121,NRQ,Vehcile 1,28   E 3 ,144.90846000000002,-37.753640000000004,ROAD           ,Y intersection                      
T20150002560,2015,February,05/02/15 18.40.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,121,NRQ,Vehcile 1,28   E 3 ,144.90846000000002,-37.753640000000004,ROAD           ,Y intersection                      
T20150008107,2015,April,17/04/15 15.25.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,YARRA,YARRA,184,NRQ,Vehcile 1,2C   C 1 ,144.98076,-37.78689,ROAD           ,Y intersection                      
T20150008107,2015,April,17/04/15 15.25.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,YARRA,YARRA,184,NRQ,Vehcile 1,2C   C 1 ,144.98076,-37.78689,ROAD           ,Y intersection                      
T20160003048,2016,February,11/02/16 12.05.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,BULOKE,BULOKE,181,Q03,Vehcile 1,589  M 3 ,142.84968,-35.507659999999994,HIGHWAY        ,Y intersection                      
T20160003048,2016,February,11/02/16 12.05.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,BULOKE,BULOKE,181,V01,Vehcile 1,589  M 3 ,142.84968,-35.507659999999994,HIGHWAY        ,Y intersection                      
T20160003048,2016,February,11/02/16 12.05.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,BULOKE,BULOKE,181,W01,Vehcile 1,589  M 3 ,142.84968,-35.507659999999994,HIGHWAY        ,Y intersection                      
T20160003048,2016,February,11/02/16 12.05.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,BULOKE,BULOKE,181,Q03,Vehcile 1,589  M 3 ,142.84968,-35.507659999999994,HIGHWAY        ,Y intersection                      
T20160003048,2016,February,11/02/16 12.05.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,BULOKE,BULOKE,181,V01,Vehcile 1,589  M 3 ,142.84968,-35.507659999999994,HIGHWAY        ,Y intersection                      
T20160003048,2016,February,11/02/16 12.05.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,BULOKE,BULOKE,181,W01,Vehcile 1,589  M 3 ,142.84968,-35.507659999999994,HIGHWAY        ,Y intersection                      
T20160003048,2016,February,11/02/16 12.05.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,BULOKE,BULOKE,181,Q03,Vehcile 1,589  M 3 ,142.84968,-35.507659999999994,HIGHWAY        ,Y intersection                      
T20160003048,2016,February,11/02/16 12.05.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,BULOKE,BULOKE,181,V01,Vehcile 1,589  M 3 ,142.84968,-35.507659999999994,HIGHWAY        ,Y intersection                      
T20160003048,2016,February,11/02/16 12.05.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,BULOKE,BULOKE,181,W01,Vehcile 1,589  M 3 ,142.84968,-35.507659999999994,HIGHWAY        ,Y intersection                      
T20160003048,2016,February,11/02/16 12.05.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,BULOKE,BULOKE,181,Q03,Vehcile 1,589  M 3 ,142.84968,-35.507659999999994,HIGHWAY        ,Y intersection                      
T20160003048,2016,February,11/02/16 12.05.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,BULOKE,BULOKE,181,V01,Vehcile 1,589  M 3 ,142.84968,-35.507659999999994,HIGHWAY        ,Y intersection                      
T20160003048,2016,February,11/02/16 12.05.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,BULOKE,BULOKE,181,W01,Vehcile 1,589  M 3 ,142.84968,-35.507659999999994,HIGHWAY        ,Y intersection                      
T20190006542,2019,April,06/04/19 13.43.00,Other injury accident                    ,80,Arterial highway,"Arterial Highway,Local Road",Other injury                        ,DANDENONG,"KINGSTON,DANDENONG",130,A01,Vehcile 1,93   G 3 ,145.13981,-38.01613,ROAD           ,Y intersection                      
T20190006542,2019,April,06/04/19 13.43.00,Other injury accident                    ,80,Arterial highway,"Arterial Highway,Local Road",Other injury                        ,DANDENONG,"KINGSTON,DANDENONG",130,N01,Vehcile 1,93   G 3 ,145.13981,-38.01613,ROAD           ,Y intersection                      
T20190006542,2019,April,06/04/19 13.43.00,Other injury accident                    ,80,Arterial highway,"Arterial Highway,Local Road",Other injury                        ,DANDENONG,"KINGSTON,DANDENONG",130,A01,Vehcile 1,93   G 3 ,145.13981,-38.01613,ROAD           ,Y intersection                      
T20190006542,2019,April,06/04/19 13.43.00,Other injury accident                    ,80,Arterial highway,"Arterial Highway,Local Road",Other injury                        ,DANDENONG,"KINGSTON,DANDENONG",130,N01,Vehcile 1,93   G 3 ,145.13981,-38.01613,ROAD           ,Y intersection                      
T20190006542,2019,April,06/04/19 13.43.00,Other injury accident                    ,80,Arterial highway,"Arterial Highway,Local Road",Other injury                        ,DANDENONG,"KINGSTON,DANDENONG",130,A01,Vehcile 1,93   G 3 ,145.13981,-38.01613,ROAD           ,Y intersection                      
T20190006542,2019,April,06/04/19 13.43.00,Other injury accident                    ,80,Arterial highway,"Arterial Highway,Local Road",Other injury                        ,DANDENONG,"KINGSTON,DANDENONG",130,N01,Vehcile 1,93   G 3 ,145.13981,-38.01613,ROAD           ,Y intersection                      
T20180010290,2018,May,31/05/18 20.35.00,Serious injury accident                   ,60,Arterial highway,"Arterial Highway,Arterial Other",Not injured                         ,PORT PHILLIP,PORT PHILLIP,129,NRQ,Vehicle 2,437  B 10,144.97321000000002,-37.83635,WAY            ,Y intersection                      
T20180010290,2018,May,31/05/18 20.35.00,Serious injury accident                   ,60,Arterial highway,"Arterial Highway,Arterial Other",Not injured                         ,PORT PHILLIP,PORT PHILLIP,129,NRQ,Vehicle 2,437  B 10,144.97321000000002,-37.83635,WAY            ,Y intersection                      
T20180015724,2018,August,18/08/18 23.36.00,Serious injury accident                   ,80,Arterial other,"Arterial Other,Local Road",Not injured                         ,GEELONG,GEELONG,173,Q07,Vehcile 1,443  G 1 ,144.25791999999998,-37.885329999999996,ROAD           ,Y intersection                      
T20180015724,2018,August,18/08/18 23.36.00,Serious injury accident                   ,80,Arterial other,"Arterial Other,Local Road",Not injured                         ,GEELONG,GEELONG,173,V01,Vehcile 1,443  G 1 ,144.25791999999998,-37.885329999999996,ROAD           ,Y intersection                      
T20180015724,2018,August,18/08/18 23.36.00,Serious injury accident                   ,80,Arterial other,"Arterial Other,Local Road",Not injured                         ,GEELONG,GEELONG,173,Q07,Vehcile 1,443  G 1 ,144.25791999999998,-37.885329999999996,ROAD           ,Y intersection                      
T20180015724,2018,August,18/08/18 23.36.00,Serious injury accident                   ,80,Arterial other,"Arterial Other,Local Road",Not injured                         ,GEELONG,GEELONG,173,V01,Vehcile 1,443  G 1 ,144.25791999999998,-37.885329999999996,ROAD           ,Y intersection                      
T20180015724,2018,August,18/08/18 23.36.00,Serious injury accident                   ,80,Arterial other,"Arterial Other,Local Road",Not injured                         ,GEELONG,GEELONG,173,Q07,Vehcile 1,443  G 1 ,144.25791999999998,-37.885329999999996,ROAD           ,Y intersection                      
T20180015724,2018,August,18/08/18 23.36.00,Serious injury accident                   ,80,Arterial other,"Arterial Other,Local Road",Not injured                         ,GEELONG,GEELONG,173,V01,Vehcile 1,443  G 1 ,144.25791999999998,-37.885329999999996,ROAD           ,Y intersection                      
T20180015724,2018,August,18/08/18 23.36.00,Serious injury accident                   ,80,Arterial other,"Arterial Other,Local Road",Not injured                         ,GEELONG,GEELONG,173,Q07,Vehcile 1,443  G 1 ,144.25791999999998,-37.885329999999996,ROAD           ,Y intersection                      
T20180015724,2018,August,18/08/18 23.36.00,Serious injury accident                   ,80,Arterial other,"Arterial Other,Local Road",Not injured                         ,GEELONG,GEELONG,173,V01,Vehcile 1,443  G 1 ,144.25791999999998,-37.885329999999996,ROAD           ,Y intersection                      
T20190002042,2019,February,02/02/19 18.04.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,BANYULE,BANYULE,114,NRQ,Vehcile 1,11   F 11,145.13476,-37.694379999999995,STREET         ,Y intersection                      
T20190002042,2019,February,02/02/19 18.04.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,BANYULE,BANYULE,114,NRQ,Vehcile 1,11   F 11,145.13476,-37.694379999999995,STREET         ,Y intersection                      
T20160009982,2016,May,07/05/16 10.00.00,Other injury accident                    ,100,Freeway,Freeway,Other injury                        ,HUME,HUME,135,NRQ,Vehcile 1,5    E 6 ,144.86153000000002,-37.67645,FREEWAY        ,Y intersection                      
T20160009982,2016,May,07/05/16 10.00.00,Other injury accident                    ,100,Freeway,Freeway,Other injury                        ,HUME,HUME,135,NRQ,Vehcile 1,5    E 6 ,144.86153000000002,-37.67645,FREEWAY        ,Y intersection                      
T20160019731,2016,August,23/08/16 19.00.00,Other injury accident                    ,60,Local roads,Local Road,Other injury                        ,NILLUMBIK,NILLUMBIK,113,NRQ,Vehcile 1,11   K 4 ,145.14969,-37.66941,ROAD           ,Y intersection                      
T20160019731,2016,August,23/08/16 19.00.00,Other injury accident                    ,60,Local roads,Local Road,Other injury                        ,NILLUMBIK,NILLUMBIK,113,NRQ,Vehcile 1,11   K 4 ,145.14969,-37.66941,ROAD           ,Y intersection                      
T20160016523,2016,July,09/07/16 16.40.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,YARRA,YARRA,130,A01,Vehcile 1,2C   C 1 ,144.98076,-37.78689,ROAD           ,Y intersection                      
T20160016523,2016,July,09/07/16 16.40.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,YARRA,YARRA,130,N01,Vehcile 1,2C   C 1 ,144.98076,-37.78689,ROAD           ,Y intersection                      
T20160016523,2016,July,09/07/16 16.40.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,YARRA,YARRA,130,A01,Vehcile 1,2C   C 1 ,144.98076,-37.78689,ROAD           ,Y intersection                      
T20160016523,2016,July,09/07/16 16.40.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,YARRA,YARRA,130,N01,Vehcile 1,2C   C 1 ,144.98076,-37.78689,ROAD           ,Y intersection                      
T20170021163,2017,November,06/11/17 13.50.00,Serious injury accident                   ,100,Arterial highway,"Arterial Highway,Arterial Other",Not injured                         ,LODDON,LODDON,113,NRQ,Vehcile 1,43   G 5 ,143.91362,-36.73571,HIGHWAY        ,Y intersection                      
T20170021163,2017,November,06/11/17 13.50.00,Serious injury accident                   ,100,Arterial highway,"Arterial Highway,Arterial Other",Not injured                         ,LODDON,LODDON,113,NRQ,Vehcile 1,43   G 5 ,143.91362,-36.73571,HIGHWAY        ,Y intersection                      
T20150015686,2015,July,09/07/15 15.10.00,Other injury accident                    ,60,Local roads,Local Road,Other injury                        ,MONASH,MONASH,174,NRQ,Vehcile 1,70   G 10,145.13702,-37.90803,BOULEVARD      ,Y intersection                      
T20150015686,2015,July,09/07/15 15.10.00,Other injury accident                    ,60,Local roads,Local Road,Other injury                        ,MONASH,MONASH,174,NRQ,Vehcile 1,70   G 10,145.13702,-37.90803,BOULEVARD      ,Y intersection                      
T20140021000,2014,October,11/10/14 10.40.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,WHITTLESEA,WHITTLESEA,130,A03,Vehcile 1,182  B 7 ,145.02713,-37.63292,ROAD           ,Y intersection                      
T20140021000,2014,October,11/10/14 10.40.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,WHITTLESEA,WHITTLESEA,130,N01,Vehcile 1,182  B 7 ,145.02713,-37.63292,ROAD           ,Y intersection                      
T20140021000,2014,October,11/10/14 10.40.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,WHITTLESEA,WHITTLESEA,130,A03,Vehcile 1,182  B 7 ,145.02713,-37.63292,ROAD           ,Y intersection                      
T20140021000,2014,October,11/10/14 10.40.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,WHITTLESEA,WHITTLESEA,130,N01,Vehcile 1,182  B 7 ,145.02713,-37.63292,ROAD           ,Y intersection                      
T20140026716,2014,December,24/12/14 12.05.00,Other injury accident                    ,50,Arterial other,"Arterial Other,Local Road",Not injured                         ,YARRA RANGES,YARRA RANGES,100,A03,Vehcile 1,52   D 7 ,145.34431,-37.81084,ROAD           ,Y intersection                      
T20140026716,2014,December,24/12/14 12.05.00,Other injury accident                    ,50,Arterial other,"Arterial Other,Local Road",Not injured                         ,YARRA RANGES,YARRA RANGES,100,B02,Vehcile 1,52   D 7 ,145.34431,-37.81084,ROAD           ,Y intersection                      
T20140026716,2014,December,24/12/14 12.05.00,Other injury accident                    ,50,Arterial other,"Arterial Other,Local Road",Not injured                         ,YARRA RANGES,YARRA RANGES,100,A03,Vehcile 1,52   D 7 ,145.34431,-37.81084,ROAD           ,Y intersection                      
T20140026716,2014,December,24/12/14 12.05.00,Other injury accident                    ,50,Arterial other,"Arterial Other,Local Road",Not injured                         ,YARRA RANGES,YARRA RANGES,100,B02,Vehcile 1,52   D 7 ,145.34431,-37.81084,ROAD           ,Y intersection                      
T20140026629,2014,December,23/12/14 12.50.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,WYNDHAM,WYNDHAM,130,A03,Vehicle 2,203  H 7 ,144.7446,-37.853840000000005,ROAD           ,Y intersection                      
T20140026629,2014,December,23/12/14 12.50.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,WYNDHAM,WYNDHAM,130,N01,Vehicle 2,203  H 7 ,144.7446,-37.853840000000005,ROAD           ,Y intersection                      
T20140026629,2014,December,23/12/14 12.50.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,WYNDHAM,WYNDHAM,130,A03,Vehicle 2,203  H 7 ,144.7446,-37.853840000000005,ROAD           ,Y intersection                      
