Accident No,Year,Month of the Year,Date & Time,Severity level,Speed zones,Road Class,Rma All,Injury level,Lga Name,Lga Name All,Dca Code,Sub Dca Code,Vehicle dca code,Map,Long,Lat,Road Type,Road geometry
T20160001314,2016,January,09/01/16 13.00.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MOONEE VALLEY,MOONEE VALLEY,137,N01,Vehicle 2,28   J 7 ,144.92484,-37.76716,ROAD           ,Multiple intersection                    
T20160001314,2016,January,09/01/16 13.00.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MOONEE VALLEY,MOONEE VALLEY,137,N01,Vehicle 2,28   J 7 ,144.92484,-37.76716,ROAD           ,Multiple intersection                    
T20160013456,2016,June,19/06/16 13.48.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,MELBOURNE,MELBOURNE,110,NRQ,Vehicle 2,2A   E 1 ,144.94051000000002,-37.78783,ROAD           ,Multiple intersection                    
T20160013456,2016,June,19/06/16 13.48.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,MELBOURNE,MELBOURNE,110,NRQ,Vehicle 2,2A   E 1 ,144.94051000000002,-37.78783,ROAD           ,Multiple intersection                    
T20160016870,2016,July,19/07/16 15.15.00,Other injury accident                    ,50,Arterial other,Arterial Other,Other injury                        ,BOROONDARA,BOROONDARA,130,A01,Vehicle 2,59   J 1 ,145.0567,-37.831340000000004,ROAD           ,Multiple intersection                    
T20160016870,2016,July,19/07/16 15.15.00,Other injury accident                    ,50,Arterial other,Arterial Other,Other injury                        ,BOROONDARA,BOROONDARA,130,N01,Vehicle 2,59   J 1 ,145.0567,-37.831340000000004,ROAD           ,Multiple intersection                    
T20160016870,2016,July,19/07/16 15.15.00,Other injury accident                    ,50,Arterial other,Arterial Other,Other injury                        ,BOROONDARA,BOROONDARA,130,A01,Vehicle 2,59   J 1 ,145.0567,-37.831340000000004,ROAD           ,Multiple intersection                    
T20160016870,2016,July,19/07/16 15.15.00,Other injury accident                    ,50,Arterial other,Arterial Other,Other injury                        ,BOROONDARA,BOROONDARA,130,N01,Vehicle 2,59   J 1 ,145.0567,-37.831340000000004,ROAD           ,Multiple intersection                    
T20160017421,2016,August,09/08/16 14.20.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,WANGARATTA,WANGARATTA,121,I04,Vehicle 2,664  E 9 ,146.31045,-36.36063,ROAD           ,Multiple intersection                    
T20160017421,2016,August,09/08/16 14.20.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,WANGARATTA,WANGARATTA,121,I04,Vehicle 2,664  E 9 ,146.31045,-36.36063,ROAD           ,Multiple intersection                    
T20180011432,2018,June,18/06/18 21.00.00,Serious injury accident                   ,60,Local roads,Local Road,Not injured                         ,DAREBIN,DAREBIN,104,F04,Vehcile 1,30   F 3 ,145.00165,-37.75229,STREET         ,Multiple intersection                    
T20180011432,2018,June,18/06/18 21.00.00,Serious injury accident                   ,60,Local roads,Local Road,Not injured                         ,DAREBIN,DAREBIN,104,F04,Vehcile 1,30   F 3 ,145.00165,-37.75229,STREET         ,Multiple intersection                    
T20180011432,2018,June,18/06/18 21.00.00,Serious injury accident                   ,60,Local roads,Local Road,Not injured                         ,DAREBIN,DAREBIN,104,F04,Vehcile 1,30   F 3 ,145.00165,-37.75229,STREET         ,Multiple intersection                    
T20180020135,2018,October,25/10/18 22.05.00,Serious injury accident                   ,50,Local roads,Local Road,Not injured                         ,GEELONG,GEELONG,108,D01,Vehcile 1,465  C 4 ,144.3187,-38.19448,COURT          ,Multiple intersection                    
T20180020135,2018,October,25/10/18 22.05.00,Serious injury accident                   ,50,Local roads,Local Road,Not injured                         ,GEELONG,GEELONG,108,J02,Vehcile 1,465  C 4 ,144.3187,-38.19448,COURT          ,Multiple intersection                    
T20180020135,2018,October,25/10/18 22.05.00,Serious injury accident                   ,50,Local roads,Local Road,Not injured                         ,GEELONG,GEELONG,108,D01,Vehcile 1,465  C 4 ,144.3187,-38.19448,COURT          ,Multiple intersection                    
T20180020135,2018,October,25/10/18 22.05.00,Serious injury accident                   ,50,Local roads,Local Road,Not injured                         ,GEELONG,GEELONG,108,J02,Vehcile 1,465  C 4 ,144.3187,-38.19448,COURT          ,Multiple intersection                    
T20180021659,2018,November,19/11/18 09.00.00,Serious injury accident                   ,50,Local roads,Local Road,Not injured                         ,FRANKSTON,"FRANKSTON,MORNINGTON PENINSULA",129,NRQ,Vehcile 1,106  D 4 ,145.12385,-38.19378,ROAD           ,Multiple intersection                    
T20180021659,2018,November,19/11/18 09.00.00,Serious injury accident                   ,50,Local roads,Local Road,Not injured                         ,FRANKSTON,"FRANKSTON,MORNINGTON PENINSULA",129,NRQ,Vehcile 1,106  D 4 ,145.12385,-38.19378,ROAD           ,Multiple intersection                    
T20180012468,2018,June,26/06/18 20.00.00,Serious injury accident                   ,40,Local roads,Local Road,Not injured                         ,YARRA,YARRA,174,NRQ,Not involved in initial event,30   C 12,144.98915,-37.78391,STREET         ,Multiple intersection                    
T20180012468,2018,June,26/06/18 20.00.00,Serious injury accident                   ,40,Local roads,Local Road,Not injured                         ,YARRA,YARRA,174,NRQ,Not involved in initial event,30   C 12,144.98915,-37.78391,STREET         ,Multiple intersection                    
T20160007224,2016,April,03/04/16 01.10.00,Serious injury accident                   ,60,Unknown,"Freeway,Arterial Other",Not injured                         ,HUME,HUME,113,NRQ,Not involved in initial event,5    J 10,144.88192,-37.69101,RAMP OF        ,Multiple intersection                    
T20160007224,2016,April,03/04/16 01.10.00,Serious injury accident                   ,60,Unknown,"Freeway,Arterial Other",Not injured                         ,HUME,HUME,113,NRQ,Not involved in initial event,5    J 10,144.88192,-37.69101,RAMP OF        ,Multiple intersection                    
T20160016132,2016,July,23/07/16 20.30.00,Serious injury accident                   ,80,Unknown,,Not injured                         ,BENALLA,BENALLA,121,Z02,Vehcile 1,663  L 12,145.96086,-36.57861,ROAD           ,Multiple intersection                    
T20160016132,2016,July,23/07/16 20.30.00,Serious injury accident                   ,80,Unknown,,Not injured                         ,BENALLA,BENALLA,121,Z02,Vehcile 1,663  L 12,145.96086,-36.57861,ROAD           ,Multiple intersection                    
T20160009914,2016,May,06/05/16 08.45.00,Serious injury accident                   ,70,Unknown,,Not injured                         ,FRANKSTON,FRANKSTON,113,Z07,Vehcile 1,103  E 1 ,145.17356999999998,-38.141529999999996,ROAD           ,Multiple intersection                    
T20160009914,2016,May,06/05/16 08.45.00,Serious injury accident                   ,70,Unknown,,Not injured                         ,FRANKSTON,FRANKSTON,113,Z07,Vehcile 1,103  E 1 ,145.17356999999998,-38.141529999999996,ROAD           ,Multiple intersection                    
T20160002007,2016,January,29/01/16 09.50.00,Serious injury accident                   ,60,Unknown,"Freeway,Arterial Other",Not injured                         ,HUME,HUME,114,Z07,Vehicle 2,5    J 10,144.88192,-37.69101,ROAD           ,Multiple intersection                    
T20160002007,2016,January,29/01/16 09.50.00,Serious injury accident                   ,60,Unknown,"Freeway,Arterial Other",Not injured                         ,HUME,HUME,114,Z07,Vehicle 2,5    J 10,144.88192,-37.69101,ROAD           ,Multiple intersection                    
T20140004993,2014,March,09/03/14 12.00.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,BASS COAST,BASS COAST,130,A01,Vehcile 1,934  J 8 ,145.36893999999998,-38.52109,GROVE          ,Multiple intersection                    
T20140004993,2014,March,09/03/14 12.00.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,BASS COAST,BASS COAST,130,N01,Vehcile 1,934  J 8 ,145.36893999999998,-38.52109,GROVE          ,Multiple intersection                    
T20140004993,2014,March,09/03/14 12.00.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,BASS COAST,BASS COAST,130,A01,Vehcile 1,934  J 8 ,145.36893999999998,-38.52109,GROVE          ,Multiple intersection                    
T20140004993,2014,March,09/03/14 12.00.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,BASS COAST,BASS COAST,130,N01,Vehcile 1,934  J 8 ,145.36893999999998,-38.52109,GROVE          ,Multiple intersection                    
T20160016790,2016,July,18/07/16 20.30.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,MELBOURNE,MELBOURNE,174,V01,Not involved in initial event,2A   K 9 ,144.95293999999998,-37.80138,STREET         ,Multiple intersection                    
T20160016790,2016,July,18/07/16 20.30.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,MELBOURNE,MELBOURNE,174,V01,Not involved in initial event,2A   K 9 ,144.95293999999998,-37.80138,STREET         ,Multiple intersection                    
T20160008870,2016,April,22/04/16 22.35.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,DAREBIN,DAREBIN,110,NRQ,Vehcile 1,30   F 3 ,145.00165,-37.75229,ROAD           ,Multiple intersection                    
T20160008870,2016,April,22/04/16 22.35.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,DAREBIN,DAREBIN,110,NRQ,Vehcile 1,30   F 3 ,145.00165,-37.75229,ROAD           ,Multiple intersection                    
T20160008870,2016,April,22/04/16 22.35.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,DAREBIN,DAREBIN,110,NRQ,Vehcile 1,30   F 3 ,145.00165,-37.75229,ROAD           ,Multiple intersection                    
T20160016705,2016,July,30/07/16 21.35.00,Other injury accident                    ,60,Local roads,Local Road,Not injured                         ,WYNDHAM,WYNDHAM,130,A03,Vehcile 1,204  H 4 ,144.61043999999998,-37.88718,ROAD           ,Multiple intersection                    
T20160016705,2016,July,30/07/16 21.35.00,Other injury accident                    ,60,Local roads,Local Road,Not injured                         ,WYNDHAM,WYNDHAM,130,N01,Vehcile 1,204  H 4 ,144.61043999999998,-37.88718,ROAD           ,Multiple intersection                    
T20160016705,2016,July,30/07/16 21.35.00,Other injury accident                    ,60,Local roads,Local Road,Not injured                         ,WYNDHAM,WYNDHAM,130,A03,Vehcile 1,204  H 4 ,144.61043999999998,-37.88718,ROAD           ,Multiple intersection                    
T20160016705,2016,July,30/07/16 21.35.00,Other injury accident                    ,60,Local roads,Local Road,Not injured                         ,WYNDHAM,WYNDHAM,130,N01,Vehcile 1,204  H 4 ,144.61043999999998,-37.88718,ROAD           ,Multiple intersection                    
T20160014438,2016,July,03/07/16 02.24.00,Other injury accident                    ,60,Local roads,Local Road,Not injured                         ,KINGSTON,KINGSTON,130,A03,Vehcile 1,92   J 6 ,145.10241000000002,-38.02735,STREET         ,Multiple intersection                    
T20160014438,2016,July,03/07/16 02.24.00,Other injury accident                    ,60,Local roads,Local Road,Not injured                         ,KINGSTON,KINGSTON,130,N01,Vehcile 1,92   J 6 ,145.10241000000002,-38.02735,STREET         ,Multiple intersection                    
T20160014438,2016,July,03/07/16 02.24.00,Other injury accident                    ,60,Local roads,Local Road,Not injured                         ,KINGSTON,KINGSTON,130,A03,Vehcile 1,92   J 6 ,145.10241000000002,-38.02735,STREET         ,Multiple intersection                    
T20160014438,2016,July,03/07/16 02.24.00,Other injury accident                    ,60,Local roads,Local Road,Not injured                         ,KINGSTON,KINGSTON,130,N01,Vehcile 1,92   J 6 ,145.10241000000002,-38.02735,STREET         ,Multiple intersection                    
T20160015492,2016,July,16/07/16 14.11.00,Other injury accident                    ,40,Local roads,Local Road,Not injured                         ,BANYULE,BANYULE,110,NRQ,Vehcile 1,20   E 4 ,145.08276999999998,-37.710229999999996,AVENUE         ,Multiple intersection                    
T20160015492,2016,July,16/07/16 14.11.00,Other injury accident                    ,40,Local roads,Local Road,Not injured                         ,BANYULE,BANYULE,110,NRQ,Vehcile 1,20   E 4 ,145.08276999999998,-37.710229999999996,AVENUE         ,Multiple intersection                    
T20160004287,2016,February,21/02/16 12.25.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,GEELONG,GEELONG,130,A03,Vehcile 1,452  B 2 ,144.35786000000002,-38.141420000000004,ROAD           ,Multiple intersection                    
T20160004287,2016,February,21/02/16 12.25.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,GEELONG,GEELONG,130,N01,Vehcile 1,452  B 2 ,144.35786000000002,-38.141420000000004,ROAD           ,Multiple intersection                    
T20160004287,2016,February,21/02/16 12.25.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,GEELONG,GEELONG,130,A03,Vehcile 1,452  B 2 ,144.35786000000002,-38.141420000000004,ROAD           ,Multiple intersection                    
T20160004287,2016,February,21/02/16 12.25.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,GEELONG,GEELONG,130,N01,Vehcile 1,452  B 2 ,144.35786000000002,-38.141420000000004,ROAD           ,Multiple intersection                    
T20160014185,2016,June,23/06/16 14.45.00,Serious injury accident                   ,70,Arterial highway,"Freeway,Local Road,Arterial Highway",Serious injury                       ,YARRA,YARRA,130,A03,Vehicle 2,2C   J 6 ,144.9936,-37.79605,RAMP OF        ,Multiple intersection                    
T20160014185,2016,June,23/06/16 14.45.00,Serious injury accident                   ,70,Arterial highway,"Freeway,Local Road,Arterial Highway",Serious injury                       ,YARRA,YARRA,130,N01,Vehicle 2,2C   J 6 ,144.9936,-37.79605,RAMP OF        ,Multiple intersection                    
T20160014185,2016,June,23/06/16 14.45.00,Serious injury accident                   ,70,Arterial highway,"Freeway,Local Road,Arterial Highway",Serious injury                       ,YARRA,YARRA,130,A03,Vehicle 2,2C   J 6 ,144.9936,-37.79605,RAMP OF        ,Multiple intersection                    
T20160014185,2016,June,23/06/16 14.45.00,Serious injury accident                   ,70,Arterial highway,"Freeway,Local Road,Arterial Highway",Serious injury                       ,YARRA,YARRA,130,N01,Vehicle 2,2C   J 6 ,144.9936,-37.79605,RAMP OF        ,Multiple intersection                    
T20170005430,2017,March,17/03/17 18.30.00,Serious injury accident                   ,80,Arterial highway,"Arterial Highway,Local Road",Serious injury                       ,ARARAT,ARARAT,110,NRQ,Vehcile 1,555  S 2 ,142.7353,-37.54058,STREET         ,Multiple intersection                    
T20170005430,2017,March,17/03/17 18.30.00,Serious injury accident                   ,80,Arterial highway,"Arterial Highway,Local Road",Serious injury                       ,ARARAT,ARARAT,110,NRQ,Vehcile 1,555  S 2 ,142.7353,-37.54058,STREET         ,Multiple intersection                    
T20170004699,2017,March,08/03/17 07.00.00,Serious injury accident                   ,80,Arterial highway,"Freeway,Arterial Highway",Serious injury                       ,KNOX,KNOX,130,A03,Vehcile 1,81   D 2 ,145.21243,-37.92541,ROAD           ,Multiple intersection                    
T20170004699,2017,March,08/03/17 07.00.00,Serious injury accident                   ,80,Arterial highway,"Freeway,Arterial Highway",Serious injury                       ,KNOX,KNOX,130,N01,Vehcile 1,81   D 2 ,145.21243,-37.92541,ROAD           ,Multiple intersection                    
T20170004699,2017,March,08/03/17 07.00.00,Serious injury accident                   ,80,Arterial highway,"Freeway,Arterial Highway",Serious injury                       ,KNOX,KNOX,130,Z02,Vehcile 1,81   D 2 ,145.21243,-37.92541,ROAD           ,Multiple intersection                    
T20170004699,2017,March,08/03/17 07.00.00,Serious injury accident                   ,80,Arterial highway,"Freeway,Arterial Highway",Serious injury                       ,KNOX,KNOX,130,A03,Vehcile 1,81   D 2 ,145.21243,-37.92541,ROAD           ,Multiple intersection                    
T20170004699,2017,March,08/03/17 07.00.00,Serious injury accident                   ,80,Arterial highway,"Freeway,Arterial Highway",Serious injury                       ,KNOX,KNOX,130,N01,Vehcile 1,81   D 2 ,145.21243,-37.92541,ROAD           ,Multiple intersection                    
T20170004699,2017,March,08/03/17 07.00.00,Serious injury accident                   ,80,Arterial highway,"Freeway,Arterial Highway",Serious injury                       ,KNOX,KNOX,130,Z02,Vehcile 1,81   D 2 ,145.21243,-37.92541,ROAD           ,Multiple intersection                    
T20140018792,2014,July,18/07/14 10.30.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,FRANKSTON,FRANKSTON,130,A01,Vehicle 2,100  B 5 ,145.16131000000001,-38.109429999999996,RAMP OF        ,Multiple intersection                    
T20140018792,2014,July,18/07/14 10.30.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,FRANKSTON,FRANKSTON,130,N01,Vehicle 2,100  B 5 ,145.16131000000001,-38.109429999999996,RAMP OF        ,Multiple intersection                    
T20140018792,2014,July,18/07/14 10.30.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,FRANKSTON,FRANKSTON,130,A01,Vehicle 2,100  B 5 ,145.16131000000001,-38.109429999999996,RAMP OF        ,Multiple intersection                    
T20140018792,2014,July,18/07/14 10.30.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,FRANKSTON,FRANKSTON,130,N01,Vehicle 2,100  B 5 ,145.16131000000001,-38.109429999999996,RAMP OF        ,Multiple intersection                    
T20140019994,2014,September,04/09/14 16.44.00,Other injury accident                    ,80,Arterial other,Arterial Other,Not injured                         ,DANDENONG,DANDENONG,130,N02,Not involved in initial event,79   G 12,145.13703,-37.95899,ROAD           ,Multiple intersection                    
T20140019994,2014,September,04/09/14 16.44.00,Other injury accident                    ,80,Arterial other,Arterial Other,Not injured                         ,DANDENONG,DANDENONG,130,N02,Not involved in initial event,79   G 12,145.13703,-37.95899,ROAD           ,Multiple intersection                    
T20160000883,2015,December,07/12/15 08.00.00,Other injury accident                    ,Unknown,Arterial other,"Arterial Other,Local Road",Not injured                         ,BOROONDARA,BOROONDARA,147,H03,Not involved in initial event,45   K 2 ,145.064,-37.793440000000004,ROAD           ,Multiple intersection                    
T20160000883,2015,December,07/12/15 08.00.00,Other injury accident                    ,Unknown,Arterial other,"Arterial Other,Local Road",Not injured                         ,BOROONDARA,BOROONDARA,147,I04,Not involved in initial event,45   K 2 ,145.064,-37.793440000000004,ROAD           ,Multiple intersection                    
T20160000883,2015,December,07/12/15 08.00.00,Other injury accident                    ,Unknown,Arterial other,"Arterial Other,Local Road",Not injured                         ,BOROONDARA,BOROONDARA,147,S01,Not involved in initial event,45   K 2 ,145.064,-37.793440000000004,ROAD           ,Multiple intersection                    
T20160000883,2015,December,07/12/15 08.00.00,Other injury accident                    ,Unknown,Arterial other,"Arterial Other,Local Road",Not injured                         ,BOROONDARA,BOROONDARA,147,H03,Not involved in initial event,45   K 2 ,145.064,-37.793440000000004,ROAD           ,Multiple intersection                    
T20160000883,2015,December,07/12/15 08.00.00,Other injury accident                    ,Unknown,Arterial other,"Arterial Other,Local Road",Not injured                         ,BOROONDARA,BOROONDARA,147,I04,Not involved in initial event,45   K 2 ,145.064,-37.793440000000004,ROAD           ,Multiple intersection                    
T20160000883,2015,December,07/12/15 08.00.00,Other injury accident                    ,Unknown,Arterial other,"Arterial Other,Local Road",Not injured                         ,BOROONDARA,BOROONDARA,147,S01,Not involved in initial event,45   K 2 ,145.064,-37.793440000000004,ROAD           ,Multiple intersection                    
T20160023717,2016,October,27/10/16 18.15.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,BOROONDARA,BOROONDARA,130,A03,Not involved in initial event,45   C 6 ,145.02888000000002,-37.80748,STREET         ,Multiple intersection                    
T20160023717,2016,October,27/10/16 18.15.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,BOROONDARA,BOROONDARA,130,N01,Not involved in initial event,45   C 6 ,145.02888000000002,-37.80748,STREET         ,Multiple intersection                    
T20160023717,2016,October,27/10/16 18.15.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,BOROONDARA,BOROONDARA,130,A03,Not involved in initial event,45   C 6 ,145.02888000000002,-37.80748,STREET         ,Multiple intersection                    
T20160023717,2016,October,27/10/16 18.15.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,BOROONDARA,BOROONDARA,130,N01,Not involved in initial event,45   C 6 ,145.02888000000002,-37.80748,STREET         ,Multiple intersection                    
T20180018339,2018,September,29/09/18 15.05.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,120,L01,Not involved in initial event,28   J 7 ,144.92484,-37.76716,ROAD           ,Multiple intersection                    
T20180018339,2018,September,29/09/18 15.05.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,MOONEE VALLEY,MOONEE VALLEY,120,L01,Not involved in initial event,28   J 7 ,144.92484,-37.76716,ROAD           ,Multiple intersection                    
T20150023680,2015,November,16/11/15 10.05.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MORNINGTON PENINSULA,MORNINGTON PENINSULA,133,NRQ,Vehcile 1,107  E 12,145.17571,-38.223890000000004,ROAD           ,Multiple intersection                    
T20150023680,2015,November,16/11/15 10.05.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MORNINGTON PENINSULA,MORNINGTON PENINSULA,133,NRQ,Vehcile 1,107  E 12,145.17571,-38.223890000000004,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,Q03,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,Q07,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,V01,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,W01,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,Q03,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,Q07,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,V01,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,W01,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,Q03,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,Q07,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,V01,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,W01,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,Q03,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,Q07,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,V01,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,W01,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,Q03,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,Q07,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,V01,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,W01,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,Q03,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,Q07,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,V01,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20150023072,2015,November,07/11/15 01.10.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,STRATHBOGIE,STRATHBOGIE,181,W01,Vehcile 1,47   B 5 ,145.5643,-36.74064,ROAD           ,Multiple intersection                    
T20160021254,2016,September,25/09/16 14.10.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,BOROONDARA,BOROONDARA,121,NRQ,Vehicle 2,45   K 2 ,145.064,-37.793440000000004,ROAD           ,Multiple intersection                    
T20160021254,2016,September,25/09/16 14.10.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,BOROONDARA,BOROONDARA,121,NRQ,Vehicle 2,45   K 2 ,145.064,-37.793440000000004,ROAD           ,Multiple intersection                    
T20160023717,2016,October,27/10/16 18.15.00,Other injury accident                    ,60,Arterial other,Arterial Other,Other injury                        ,BOROONDARA,BOROONDARA,130,A03,Vehicle 2,45   C 6 ,145.02888000000002,-37.80748,STREET         ,Multiple intersection                    
